"12/22/2021 21:06","3512B Port (4TN00220)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","kPa","%","kPa","RPM","RPM","Deg C","Deg C"
"Sample #","Boost Pressure","Throttle Position","Fuel Pressure","Desired Engine Speed","Engine Speed","Right Exhaust Temperature","Left Exhaust Temperature"
1,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2,No Data,No Data,No Data,No Data,No Data,No Data,No Data
3,No Data,No Data,No Data,No Data,No Data,No Data,No Data
726,6,34,400,1096,1098,262,271
727,4,34,400,1095,1094,252,285
728,8,34,400,1095,1099,271,290
729,6,34,400,1096,1100,271,271
730,8,34,400,1096,1094,257,290
731,6,34,400,1096,1092,266,276
732,6,34,400,1096,1101,276,280
733,8,34,400,1096,1095,271,290
734,8,34,400,1096,1093,262,285
735,6,34,400,1096,1099,257,271
736,4,34,400,1096,1095,271,271
737,6,34,401,1096,1095,266,280
738,8,34,400,1096,1095,257,271
739,6,34,399,1096,1098,257,290
740,6,34,399,1096,1090,257,280
741,6,34,399,1096,1097,257,266
742,6,34,399,1096,1101,271,271
743,8,34,400,1096,1096,266,280
744,8,34,400,1095,1097,276,266
745,6,34,400,1096,1104,257,276
746,6,34,400,1095,1094,271,280
747,6,34,400,1095,1098,257,276
748,4,34,400,1096,1102,262,290
749,8,34,400,1094,1096,257,285
750,8,34,400,1096,1091,271,276
751,6,34,400,1095,1098,276,280
752,4,34,400,1096,1090,271,280
753,8,34,400,1096,1095,257,271
754,8,34,401,1096,1097,276,290
755,6,34,401,1095,1101,276,280
756,4,34,401,1096,1093,262,280
757,8,34,400,1094,1095,262,290
758,4,34,400,1095,1102,262,285
759,8,34,400,1096,1094,271,299
760,8,34,400,1096,1098,271,290
761,6,34,400,1096,1092,266,280
762,4,34,400,1096,1092,266,271
763,8,34,400,1096,1098,271,299
764,6,34,400,1095,1102,257,290
765,4,34,400,1096,1097,257,276
766,6,34,400,1096,1096,252,290
767,6,34,400,1096,1100,252,271
768,4,34,400,1095,1094,257,290
769,6,34,400,1096,1097,257,280
770,6,34,400,1096,1098,257,280
771,6,34,400,1096,1091,276,280
772,4,34,400,1095,1094,271,276
773,6,34,400,1094,1096,276,271
774,6,34,400,1095,1102,252,271
775,6,34,400,1095,1096,252,290
776,6,34,400,1095,1098,266,271
777,4,34,400,1095,1092,252,266
778,4,34,400,1096,1092,276,266
779,6,34,400,1095,1099,276,280
780,6,34,401,1095,1101,266,271
781,6,34,401,1096,1098,276,266
782,6,34,401,1096,1097,252,280
783,4,34,400,1096,1102,252,276
784,8,34,400,1095,1096,257,299
785,6,34,400,1095,1095,271,290
786,6,34,401,1095,1094,257,276
787,4,34,401,1095,1091,266,280
788,8,34,400,1096,1091,266,276
789,6,34,400,1095,1094,257,276
790,6,34,401,1097,1103,252,290
791,4,34,401,1095,1095,252,280
792,4,34,401,1096,1095,257,280
793,6,34,401,1095,1094,262,285
794,8,34,401,1096,1094,252,276
795,6,34,401,1096,1098,271,285
796,6,34,400,1096,1092,266,285
797,8,34,400,1094,1097,262,271
798,8,34,401,1095,1099,266,285
799,4,34,401,1094,1103,271,285
800,4,34,401,1096,1096,252,276
801,6,34,401,1094,1096,252,285
802,4,34,400,1096,1095,262,271
803,6,34,400,1095,1092,257,276
804,8,34,401,1095,1094,247,285
805,4,34,400,1096,1093,252,266
806,6,34,400,1094,1091,252,266
807,6,34,400,1095,1092,271,285
808,4,34,401,1095,1095,262,276
809,6,34,401,1094,1101,266,276
810,4,34,401,1096,1097,252,280
811,6,34,401,1096,1097,252,266
812,4,34,400,1095,1091,271,280
813,8,34,401,1096,1094,252,285
814,6,34,401,1096,1095,257,285
815,4,34,400,1096,1091,252,280
816,6,34,401,1096,1096,257,280
817,8,34,401,1096,1095,247,285
818,4,34,400,1095,1094,262,276
819,6,34,401,1096,1099,257,271
820,4,34,400,1096,1097,266,271
821,4,34,400,1096,1092,252,271
822,4,34,400,1095,1090,262,276
823,8,34,401,1096,1090,247,266
824,6,34,401,1096,1095,247,290
825,4,34,400,1096,1086,266,266
826,4,34,400,1094,1096,252,276
827,8,34,400,1094,1099,252,266
828,6,34,400,1096,1091,242,262
829,6,34,401,1096,1091,247,276
830,6,34,401,1094,1098,262,285
831,4,34,400,1095,1102,257,271
832,8,34,400,1096,1095,252,276
833,6,34,400,1094,1096,271,290
834,4,34,400,1096,1097,262,266
835,4,34,400,1095,1091,271,280
836,8,34,400,1095,1095,257,285
837,6,34,400,1096,1095,262,266
838,6,34,401,1096,1092,257,285
839,6,34,401,1096,1090,262,280
840,8,34,400,1096,1097,271,271
841,8,34,400,1096,1102,266,285
842,8,34,401,1096,1097,252,285
843,6,34,400,1095,1097,266,271
844,6,34,400,1096,1091,262,280
845,8,34,400,1096,1093,262,290
846,8,34,400,1095,1096,271,285
847,6,34,400,1095,1101,271,280
848,6,34,400,1095,1094,262,285
849,6,34,400,1096,1097,271,290
850,8,34,400,1096,1098,257,285
851,8,34,400,1096,1102,271,290
852,8,34,400,1095,1095,271,280
853,6,34,400,1096,1093,271,290
854,6,34,400,1095,1090,262,271
855,8,34,400,1096,1093,266,271
856,6,34,400,1096,1093,262,271
857,8,34,400,1096,1098,262,266
858,6,34,400,1096,1097,252,276
859,6,34,400,1095,1098,262,276
860,4,34,400,1096,1093,262,285
861,8,34,400,1096,1094,276,280
862,8,34,401,1095,1095,257,276
863,6,34,400,1096,1094,257,280
864,6,34,400,1096,1085,252,271
865,10,34,399,1096,1089,252,276
866,6,34,398,1096,1089,262,280
867,6,34,398,1096,1083,266,276
868,8,34,397,1096,1088,257,271
869,6,34,398,1096,1096,252,290
870,6,34,398,1095,1093,257,280
871,8,34,398,1096,1101,266,271
872,8,34,399,1094,1099,280,276
873,6,34,398,1096,1090,280,299
874,10,34,398,1095,1098,257,276
875,8,34,398,1096,1092,257,299
876,8,34,399,1095,1091,266,276
877,8,34,399,1095,1094,257,280
878,8,34,399,1096,1103,271,285
879,6,34,400,1096,1105,271,299
880,8,34,400,1096,1099,271,299
881,8,34,401,1096,1104,271,285
882,8,34,401,1097,1103,285,299
883,6,34,401,1096,1104,285,276
884,8,34,401,1096,1105,271,290
885,6,34,401,1096,1097,285,304
886,6,34,401,1095,1095,266,304
887,6,34,401,1096,1101,266,299
888,6,34,401,1095,1097,262,290
889,6,34,401,1095,1101,280,304
890,8,34,400,1097,1093,257,276
891,6,34,401,1096,1095,280,285
892,8,34,401,1096,1103,271,276
893,4,34,401,1096,1098,280,280
894,6,34,400,1095,1096,262,285
895,4,34,400,1096,1092,271,280
896,8,34,400,1096,1093,271,299
897,6,34,400,1095,1095,262,285
898,4,34,400,1095,1090,276,280
899,4,34,399,1096,1089,280,285
900,6,34,399,1096,1090,266,276
901,6,34,399,1096,1097,271,276
902,6,34,398,1096,1087,280,280
903,6,34,398,1095,1092,271,276
904,6,34,398,1096,1090,257,276
905,8,34,399,1096,1096,271,290
906,6,34,398,1096,1102,271,290
907,6,34,399,1096,1101,262,276
908,6,34,399,1096,1097,271,280
909,8,34,400,1096,1103,280,299
910,6,34,400,1094,1106,280,276
911,6,34,400,1095,1102,271,299
912,6,34,401,1096,1098,276,280
913,6,34,401,1096,1104,266,285
914,6,34,401,1096,1092,285,280
915,8,34,400,1096,1096,266,299
916,6,34,400,1094,1100,266,285
917,6,34,401,1094,1100,262,285
918,6,34,400,1096,1102,262,290
919,6,34,401,1096,1102,262,271
920,4,34,401,1095,1091,276,285
921,8,34,401,1095,1092,257,290
922,6,34,401,1095,1091,276,285
923,6,34,400,1096,1099,266,280
924,4,34,400,1096,1098,276,290
925,8,34,400,1096,1098,257,285
926,6,34,400,1095,1097,276,290
927,4,34,400,1096,1093,271,299
928,6,34,400,1096,1098,280,271
929,4,34,400,1096,1103,276,285
930,4,34,400,1096,1092,266,299
931,6,34,401,1095,1095,262,299
932,4,34,401,1096,1100,262,276
933,4,34,400,1095,1096,271,299
934,4,34,401,1097,1101,262,271
935,10,34,400,1096,1099,262,299
936,8,34,401,1096,1092,271,290
937,6,34,401,1094,1091,276,271
938,6,34,400,1096,1096,271,276
939,4,34,400,1096,1101,257,271
940,8,34,400,1094,1091,262,276
941,6,34,400,1096,1098,271,276
942,6,34,401,1096,1101,266,299
943,6,34,400,1096,1093,257,280
944,8,34,400,1096,1097,266,276
945,6,34,401,1094,1103,266,290
946,8,34,400,1096,1090,271,285
947,6,34,400,1095,1093,280,276
948,6,34,400,1096,1098,271,290
949,8,34,400,1095,1100,271,280
950,8,34,400,1096,1095,262,271
951,6,34,400,1096,1099,262,285
952,4,34,401,1096,1097,271,280
953,6,34,402,1096,1098,271,271
954,6,34,401,1096,1099,262,271
955,6,34,401,1095,1092,262,285
956,6,34,401,1096,1092,252,266
957,4,34,401,1094,1099,266,271
958,6,34,401,1095,1095,266,266
959,6,34,401,1095,1090,262,266
960,8,34,401,1096,1098,252,276
961,6,34,401,1095,1099,276,266
962,6,34,400,1094,1093,252,285
963,6,34,401,1095,1096,252,285
964,4,34,400,1095,1099,257,280
965,8,34,400,1096,1095,252,285
966,6,34,400,1096,1090,266,280
967,4,34,401,1095,1094,266,285
968,4,34,400,1095,1090,257,266
969,8,34,401,1096,1091,262,280
970,6,34,401,1095,1097,266,276
971,6,34,400,1096,1103,262,290
972,6,34,401,1096,1092,252,290
973,8,34,400,1096,1098,247,280
974,4,34,400,1096,1096,257,271
975,8,34,400,1095,1095,247,276
976,6,34,400,1095,1096,257,280
977,6,34,400,1096,1090,271,266
978,4,34,400,1096,1091,262,285
979,8,34,400,1095,1093,262,285
980,6,34,400,1095,1094,257,280
981,6,34,400,1096,1099,276,285
982,6,34,400,1096,1094,247,266
983,8,34,400,1095,1097,252,271
984,6,34,400,1095,1092,266,290
985,6,34,400,1095,1098,276,276
986,6,34,400,1096,1092,262,271
987,6,34,399,1097,1083,271,290
988,8,34,399,1095,1085,252,280
989,6,34,399,1096,1092,271,276
990,6,34,399,1095,1095,266,276
991,4,34,399,1095,1088,266,280
992,8,34,399,1095,1096,252,271
993,6,34,399,1094,1094,266,276
994,8,34,399,1096,1100,271,276
995,6,34,399,1096,1093,271,266
996,8,34,399,1096,1097,262,285
997,6,34,399,1096,1092,276,271
998,8,34,400,1096,1096,252,299
999,8,34,400,1096,1100,271,290
1000,6,34,400,1096,1100,276,280
1001,6,34,401,1096,1103,271,290
1002,8,34,401,1095,1105,266,290
1003,6,34,401,1096,1097,266,299
1004,8,34,401,1096,1097,271,280
1005,6,34,401,1095,1102,276,299
1006,4,34,401,1096,1098,262,276
1007,6,34,401,1096,1102,266,285
1008,4,34,401,1095,1099,271,285
1009,6,34,401,1096,1092,271,276
1010,8,34,401,1096,1104,266,276
1011,6,34,400,1095,1097,276,271
1012,6,34,400,1096,1091,262,271
1013,8,34,400,1096,1088,252,285
1014,8,34,400,1096,1084,257,276
1015,4,34,399,1096,1084,257,271
1016,4,34,398,1094,1078,276,276
1017,8,34,398,1096,1082,257,285
1018,6,34,397,1095,1086,271,271
1019,6,34,397,1095,1093,280,290
1020,6,34,397,1096,1095,262,280
1021,8,34,398,1096,1112,266,276
1022,6,34,399,1096,1109,262,276
1023,8,36,399,1121,1112,257,299
1024,8,52,400,1322,1167,266,290
1025,8,52,403,1322,1238,271,280
1026,12,52,410,1322,1289,285,285
1027,10,52,414,1323,1330,285,290
1028,8,52,420,1323,1357,280,285
1029,14,52,429,1323,1369,280,299
1030,12,52,431,1321,1351,299,308
1031,10,52,433,1322,1331,280,322
1032,16,52,432,1323,1317,304,313
1033,14,52,432,1322,1317,313,313
1034,14,52,436,1321,1311,313,332
1035,16,52,437,1322,1308,318,327
1036,14,52,435,1322,1308,299,327
1037,14,52,435,1321,1323,290,313
1038,16,52,438,1322,1316,304,327
1039,14,52,441,1321,1317,318,322
1040,18,52,443,1322,1317,322,318
1041,14,52,443,1322,1327,322,332
1042,14,52,439,1323,1320,313,327
1043,16,52,435,1323,1317,313,322
1044,14,52,435,1321,1323,322,336
1045,16,52,436,1321,1330,332,327
1046,16,52,439,1323,1330,318,340
1047,18,52,442,1323,1331,313,336
1048,16,52,444,1322,1327,318,332
1049,14,52,445,1321,1323,336,349
1050,12,52,445,1324,1327,313,345
1051,16,52,441,1321,1321,327,336
1052,16,52,437,1323,1320,332,349
1053,16,52,436,1323,1327,322,349
1054,16,52,438,1321,1318,322,327
1055,16,52,441,1322,1321,327,340
1056,18,52,444,1323,1328,340,345
1057,16,52,445,1322,1331,345,336
1058,18,52,444,1322,1317,340,345
1059,16,52,439,1323,1317,322,332
1060,16,52,437,1322,1324,345,332
1061,16,52,437,1322,1329,336,349
1062,16,52,439,1321,1315,345,336
1063,18,52,442,1323,1318,336,345
1064,14,52,444,1321,1330,327,332
1065,12,52,444,1323,1331,332,336
1066,12,52,440,1323,1320,340,349
1067,16,52,437,1323,1318,340,340
1068,16,52,437,1323,1327,336,354
1069,16,52,439,1322,1318,327,349
1070,18,52,442,1321,1324,345,349
1071,16,52,444,1322,1327,340,345
1072,14,52,445,1321,1326,327,336
1073,18,52,445,1323,1320,336,354
1074,16,52,442,1323,1320,336,349
1075,14,52,439,1323,1319,336,336
1076,14,52,437,1323,1323,340,336
1077,16,52,439,1322,1312,336,349
1078,16,52,443,1323,1316,332,340
1079,18,52,444,1321,1327,332,336
1080,14,52,442,1323,1326,327,359
1081,14,52,438,1321,1316,345,340
1082,16,52,437,1323,1324,332,354
1083,16,52,438,1323,1328,327,349
1084,16,52,441,1322,1319,336,345
1085,18,52,443,1321,1313,336,354
1086,16,52,440,1323,1316,332,359
1087,16,52,437,1322,1321,345,345
1088,16,52,437,1323,1329,349,359
1089,16,52,438,1323,1324,336,354
1090,16,52,441,1323,1326,332,336
1091,18,52,443,1322,1329,336,349
1092,18,52,446,1321,1321,340,354
1093,14,52,447,1321,1321,332,340
1094,14,52,448,1321,1321,340,363
1095,14,52,447,1323,1327,354,349
1096,18,52,442,1323,1314,332,345
1097,14,52,439,1322,1313,327,349
1098,18,52,439,1321,1313,332,345
1099,16,52,441,1322,1315,336,349
1100,12,52,441,1322,1318,345,340
1101,16,52,437,1323,1311,349,349
1102,16,52,437,1323,1315,336,349
1103,20,52,441,1322,1319,336,349
1104,16,52,443,1323,1327,345,363
1105,14,52,441,1323,1325,354,354
1106,16,52,438,1323,1319,340,354
1107,16,52,436,1322,1325,336,363
1108,18,52,437,1323,1329,349,349
1109,18,52,440,1323,1327,349,363
1110,20,52,443,1323,1317,349,363
1111,16,52,444,1323,1331,345,354
1112,14,52,442,1323,1328,345,349
1113,16,52,439,1322,1324,345,363
1114,16,52,436,1322,1324,354,340
1115,18,52,436,1323,1328,349,340
1116,16,52,437,1322,1320,354,368
1117,18,52,440,1323,1318,349,349
1118,18,52,444,1323,1321,363,368
1119,16,52,445,1323,1320,363,363
1120,18,52,441,1323,1315,363,359
1121,16,52,437,1323,1312,340,363
1122,18,52,437,1322,1322,354,368
1123,16,52,438,1323,1331,359,354
1124,16,52,440,1321,1329,345,368
1125,18,52,442,1322,1331,359,368
1126,18,52,443,1323,1328,354,345
1127,16,52,447,1323,1320,345,363
1128,16,52,447,1323,1320,345,363
1129,18,52,447,1323,1327,345,349
1130,14,52,444,1322,1322,363,354
1131,16,52,440,1322,1315,354,345
1132,16,52,438,1323,1316,340,359
1133,14,52,439,1323,1327,336,363
1134,16,52,444,1323,1319,349,349
1135,16,52,444,1323,1319,349,349
1136,14,52,443,1322,1329,359,345
1137,14,52,443,1322,1329,359,345
1138,16,52,439,1323,1322,345,349
1139,16,52,436,1323,1321,340,359
1140,16,52,436,1323,1320,340,363
1141,18,52,438,1321,1325,359,354
1142,16,52,443,1323,1318,354,359
1143,18,52,443,1322,1311,354,345
1144,16,52,438,1323,1299,340,363
1145,16,52,438,1322,1309,354,354
1146,16,52,439,1323,1315,340,363
1147,18,47,436,1255,1306,340,363
1148,16,46,436,1248,1240,345,363
1149,16,46,436,1248,1240,345,363
1150,14,46,433,1248,1235,359,349
1151,14,46,429,1248,1226,359,359
1152,18,46,427,1248,1235,349,359
1153,18,46,425,1246,1242,359,349
1154,14,46,425,1248,1244,349,359
1155,14,45,425,1240,1246,349,349
1156,14,14,425,838,1174,336,363
1157,12,14,421,838,1085,349,359
1158,10,14,413,836,998,340,359
1159,12,14,404,836,931,340,345
1160,12,14,395,836,878,349,345
1161,8,14,387,836,835,340,354
1162,10,14,371,838,812,322,349
1163,10,14,371,838,812,322,349
1164,6,14,366,835,847,313,327
1165,6,14,366,835,847,313,327
1166,8,14,364,836,842,327,327
1167,6,14,363,836,840,304,336
1168,6,14,363,836,840,304,336
1169,8,14,362,836,842,313,327
1170,4,14,362,836,835,313,332
1171,4,14,361,836,838,308,327
1172,4,14,361,836,838,308,327
1173,4,14,361,835,832,285,318
1174,4,14,360,835,831,285,313
1175,4,14,360,835,831,285,313
1176,4,14,360,836,836,290,290
1177,2,14,360,836,831,280,304
1178,6,14,360,835,837,285,290
1179,6,14,360,835,837,285,290
1180,4,14,360,836,837,276,304
1181,4,14,359,836,841,290,299
1182,2,14,359,836,838,271,285
1183,2,14,360,836,833,285,290
1184,2,14,360,836,833,285,290
1185,4,14,359,836,837,271,280
1186,2,14,359,836,841,280,299
1187,2,14,360,836,837,266,280
1188,2,14,360,836,835,266,290
1189,2,14,360,836,835,266,290
1190,2,14,360,836,836,266,299
1191,2,14,359,836,833,266,290
1192,2,14,359,836,836,257,280
1193,2,14,359,836,836,257,280
1194,2,14,359,836,837,262,276
1195,4,14,359,836,838,247,290
1196,4,14,359,836,838,247,290
1197,2,14,359,836,837,266,266
1198,4,14,358,836,836,262,285
1199,2,14,358,836,832,262,257
1200,2,14,358,836,832,262,257
1201,4,14,358,836,837,262,280
1202,2,14,359,836,838,237,257
1203,2,14,359,836,838,237,257
1204,2,14,358,836,832,262,271
1205,2,14,358,836,832,262,271
1206,2,14,359,836,838,252,271
1207,2,14,359,836,838,252,271
1208,2,14,358,836,837,252,266
1209,2,14,358,836,832,237,271
1210,2,14,358,836,832,237,271
1211,2,14,358,836,834,237,252
1212,2,14,358,836,834,237,252
1213,2,14,358,835,834,252,266
1214,4,14,358,836,835,252,257
1215,2,14,358,836,836,252,252
1216,4,14,359,836,839,242,262
1217,4,14,359,836,839,242,262
1218,4,14,359,836,832,237,257
1219,4,14,359,836,832,237,257
1220,2,14,359,836,828,242,252
1221,2,14,359,836,828,242,252
1222,2,14,358,836,838,252,262
1223,2,14,359,836,835,247,262
1224,2,14,359,836,835,247,262
1225,2,14,358,836,838,233,262
1226,2,14,358,836,834,242,242
1227,2,14,358,836,837,237,247
1228,2,14,358,836,833,228,242
1229,2,14,358,836,833,228,242
1230,2,14,358,836,831,242,247
1231,2,14,358,836,831,242,247
1232,2,14,357,836,839,237,257
1233,2,14,357,836,839,237,257
1234,2,14,358,835,837,228,247
1235,2,14,357,836,832,237,257
1236,2,14,357,836,832,237,257
1237,2,14,357,836,834,233,237
1238,2,14,358,835,836,233,242
1239,4,14,357,836,832,233,262
1240,4,14,357,836,832,233,262
1241,2,14,357,836,833,228,257
1242,2,14,357,836,836,233,242
1243,2,14,357,836,836,233,242
1244,4,14,357,836,835,242,262
1245,4,14,357,836,835,242,262
1246,2,14,358,835,839,242,262
1247,2,14,358,835,839,242,262
1248,4,14,357,836,836,228,237
1249,4,14,357,836,836,228,237
1250,6,14,357,835,835,247,252
1251,2,14,357,836,839,242,237
1252,2,14,357,836,839,242,237
1253,4,14,357,836,834,223,247
1254,2,14,357,835,835,237,252
1255,2,14,358,835,837,223,252
1256,4,14,357,836,837,218,257
1257,4,14,357,836,837,218,257
1258,4,14,357,835,831,218,247
1259,4,14,357,835,831,218,247
1260,2,14,357,836,822,237,237
1261,2,14,357,836,822,237,237
1262,6,14,356,836,824,228,237
1263,2,14,356,835,832,228,242
1264,2,14,356,835,832,228,242
1265,2,14,355,836,828,228,252
1266,2,14,355,835,837,247,257
1267,6,14,356,835,834,228,242
1268,6,14,356,835,834,228,242
1269,2,14,356,836,843,237,252
1270,2,14,357,836,840,242,262
1271,2,14,357,836,840,242,262
1272,2,14,356,836,842,223,247
1273,2,14,356,836,842,223,247
1274,4,14,357,835,834,247,266
1275,4,14,357,835,834,247,266
1276,2,14,357,835,841,233,252
1277,2,14,357,835,841,233,252
1278,2,14,357,835,839,252,247
1279,6,14,357,836,835,228,262
1280,6,14,357,836,835,228,262
1281,6,14,357,835,832,228,247
1282,6,14,357,835,832,228,247
1283,2,14,356,835,829,233,262
1284,6,14,356,835,835,242,247
1285,6,14,356,835,835,242,247
1286,4,14,357,836,843,247,262
1287,4,14,357,836,843,247,262
1288,2,14,357,835,834,242,247
1289,2,14,357,835,834,242,247
1290,2,14,357,836,838,233,247
1291,2,14,357,836,832,247,271
1292,2,14,357,836,832,247,271
1293,4,14,357,836,832,247,252
1294,2,14,357,835,837,237,262
1295,4,14,357,836,832,228,257
1296,4,14,357,836,832,228,257
1297,4,14,357,835,836,252,257
1298,4,14,357,836,837,233,262
1299,4,14,357,836,837,233,262
1300,6,14,357,836,841,242,266
1301,6,14,357,836,841,242,266
1302,4,14,357,836,837,237,262
1303,4,14,357,836,837,237,262
1304,2,14,357,835,830,228,257
1305,2,14,357,835,830,228,257
1306,2,14,357,835,829,237,262
1307,2,14,357,835,837,233,271
1308,2,14,357,835,837,233,271
1309,2,14,357,835,831,228,262
1310,4,14,357,835,832,252,266
1311,2,14,356,836,836,237,266
1312,2,14,357,835,827,252,271
1313,2,14,357,835,827,252,271
1314,2,14,356,835,822,247,262
1315,2,14,356,835,822,247,262
1316,4,14,355,835,833,247,271
1317,4,14,355,835,833,247,271
1318,4,14,355,836,828,233,271
1319,4,14,355,836,839,247,262
1320,4,14,355,836,839,247,262
1321,2,14,356,835,843,257,257
1322,4,14,356,835,841,233,252
1323,4,14,355,835,839,237,262
1324,4,14,355,835,839,237,262
1325,4,14,356,835,842,262,266
1326,2,14,356,835,841,247,252
1327,2,14,356,835,841,247,252
1328,4,14,356,836,837,252,262
1329,4,14,356,836,837,252,262
1330,4,14,356,836,841,237,276
1331,4,14,356,836,841,237,276
1332,6,14,356,836,841,257,266
1333,6,14,356,836,841,257,266
1334,2,14,357,836,840,262,271
1335,6,14,357,836,836,262,262
1336,6,14,357,836,836,262,262
1337,4,14,357,836,837,257,280
1338,4,14,357,836,834,257,257
1339,4,14,357,836,831,242,276
1340,6,14,357,836,834,257,257
1341,6,14,357,836,834,257,257
1342,2,14,357,835,840,262,266
1343,2,14,357,835,840,262,266
1344,4,14,356,836,832,247,280
1345,4,14,356,836,832,247,280
1346,4,14,357,836,842,257,262
1347,4,14,356,836,840,237,262
1348,4,14,356,836,840,237,262
1349,6,14,356,836,836,252,271
1350,4,14,356,835,833,257,280
1351,2,14,357,836,835,257,262
1352,2,14,357,836,835,257,262
1353,2,29,356,1027,858,257,280
1354,2,29,357,1028,930,242,262
1355,2,29,357,1028,930,242,262
1356,6,29,361,1029,1006,257,280
1357,6,29,361,1029,1006,257,280
1358,6,29,372,1027,1081,257,271
1359,6,29,372,1027,1081,257,271
1360,8,29,382,1028,1051,266,280
1361,8,29,382,1028,1051,266,280
1362,4,29,383,1029,1031,257,304
1363,8,29,383,1029,1007,276,285
1364,8,29,383,1029,1007,276,285
1365,6,29,382,1027,1009,280,308
1366,6,29,382,1029,1028,285,290
1367,6,29,382,1027,1020,276,313
1368,6,29,383,1029,1023,262,290
1369,6,29,383,1029,1023,262,290
1370,8,29,384,1027,1025,276,308
1371,8,29,384,1027,1025,276,308
1372,8,29,384,1029,1026,280,318
1373,8,29,384,1029,1026,280,318
1374,10,29,384,1029,1032,271,313
1375,10,29,384,1028,1023,280,313
1376,10,29,384,1028,1023,280,313
1377,8,26,385,949,1025,285,299
1378,6,15,384,841,922,290,327
1379,6,14,372,839,819,299,304
1380,6,14,367,839,821,299,318
1381,6,14,367,839,821,299,318
1382,6,14,362,839,837,276,308
1383,6,14,362,839,837,276,308
1384,8,14,360,839,836,290,290
1385,8,14,360,839,836,290,290
1386,6,15,359,839,837,285,308
1387,6,15,359,839,837,285,308
1388,4,14,358,840,836,276,304
1389,4,14,358,840,836,276,304
1390,6,14,358,839,837,266,304
1391,4,14,357,839,842,276,313
1392,4,14,357,839,842,276,313
1393,4,14,357,839,832,290,290
1394,4,31,356,1054,848,262,304
1395,4,35,358,1109,969,266,285
1396,6,35,362,1111,1013,262,299
1397,6,35,362,1111,1013,262,299
1398,6,35,372,1109,1090,280,313
1399,6,35,372,1109,1090,280,313
1400,10,35,382,1111,1126,280,327
1401,10,35,382,1111,1126,280,327
1402,10,35,392,1111,1154,304,322
1403,10,35,395,1111,1128,299,332
1404,12,35,396,1109,1109,318,322
1405,12,35,396,1109,1109,318,322
1406,10,35,396,1111,1105,318,322
1407,10,35,395,1111,1101,313,332
1408,10,35,395,1111,1101,313,332
1409,10,35,395,1111,1102,322,332
1410,16,35,395,1111,1105,332,336
1411,12,35,395,1111,1114,322,332
1412,14,35,396,1111,1116,327,345
1413,14,35,396,1111,1116,327,345
1414,12,36,396,1113,1110,332,354
1415,12,36,396,1113,1110,332,354
1416,10,35,397,1111,1113,322,359
1417,10,35,397,1111,1113,322,359
1418,12,35,397,1111,1110,345,363
1419,12,35,397,1111,1119,327,354
1420,12,35,397,1111,1119,327,354
1421,12,35,397,1111,1107,336,359
1422,12,35,397,1111,1112,349,373
1423,14,35,396,1111,1112,327,363
1424,12,35,396,1111,1109,332,373
1425,12,35,396,1111,1109,332,373
1426,16,35,396,1111,1108,345,354
1427,16,35,396,1111,1108,345,354
1428,14,35,395,1111,1109,345,373
1429,14,35,395,1111,1109,345,373
1430,14,35,396,1109,1106,349,368
1431,12,35,396,1111,1109,336,363
1432,14,35,396,1111,1116,354,382
1433,14,35,396,1111,1116,354,382
1434,14,35,396,1111,1104,349,363
1435,12,14,395,839,984,340,368
1436,12,14,395,839,984,340,368
1437,14,14,389,839,891,349,368
1438,8,14,373,838,819,345,359
1439,8,14,367,838,825,345,363
1440,10,14,364,839,826,332,373
1441,10,14,364,839,826,332,373
1442,6,14,360,836,838,336,368
1443,6,14,360,836,838,336,368
1444,10,14,359,838,836,345,354
1445,10,14,359,838,836,345,354
1446,8,14,358,839,836,332,363
1447,6,14,357,839,843,340,354
1448,6,14,357,839,843,340,354
1449,6,14,357,838,836,327,349
1450,6,14,357,838,834,332,349
1451,4,14,357,838,840,322,332
1452,4,14,357,838,832,322,349
1453,4,14,357,838,832,322,349
1454,4,14,356,838,833,318,327
1455,4,14,356,838,833,318,327
1456,6,14,356,839,831,313,336
1457,6,14,356,839,831,313,336
1458,8,14,356,839,839,308,345
1459,4,14,356,838,842,313,332
1460,4,14,356,838,838,313,322
1461,4,14,356,838,838,313,322
1462,6,14,356,838,837,318,345
1463,6,14,356,838,841,308,318
1464,6,14,356,838,841,308,318
1465,4,14,356,838,839,290,332
1466,8,14,357,838,840,299,322
1467,4,14,357,838,842,313,327
1468,6,14,356,838,840,299,313
1469,6,14,356,838,840,299,313
1470,4,14,356,839,836,308,313
1471,4,14,356,839,836,308,313
1472,4,14,357,839,840,304,313
1473,4,14,357,839,840,304,313
1474,4,14,357,838,832,290,332
1475,8,14,356,838,839,304,313
1476,8,14,356,838,839,304,313
1477,4,14,357,838,840,299,318
1478,4,14,357,838,841,304,327
1479,4,14,356,838,834,285,313
1480,4,14,356,838,841,276,322
1481,4,14,356,838,841,276,322
1482,4,14,356,838,836,280,308
1483,4,14,356,838,836,280,308
1484,4,14,356,838,843,285,304
1485,4,14,356,838,843,285,304
1486,4,14,356,838,839,304,318
1487,6,14,356,839,836,280,318
1488,4,14,356,838,843,290,308
1489,4,14,356,838,843,290,308
1490,4,14,357,838,842,285,318
1491,4,14,356,836,833,299,304
