"12/22/2021 20:35","3512B Port (4TN00220)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","kPa","kPa","%","RPM","kPa","kPa","kPa","Deg C","Deg C",""
1235,10,367,22,938,100.0,100.0,0.2,322,354,Primary ECM
1236,8,367,22,939,100.0,100.0,0.3,322,354,Primary ECM
1237,10,367,22,940,100.0,100.0,0.2,322,349,Primary ECM
1238,8,367,22,938,100.0,100.0,0.3,336,349,Primary ECM
1239,8,368,22,944,100.0,100.0,0.2,336,340,Primary ECM
1240,8,368,22,946,100.0,100.0,0.3,336,340,Primary ECM
1241,10,368,22,940,100.0,100.0,0.2,318,340,Primary ECM
1242,10,369,22,940,100.0,100.0,0.2,318,340,Primary ECM
1243,6,369,22,950,100.0,100.0,0.2,345,359,Primary ECM
1244,10,369,22,947,100.0,100.0,0.2,345,349,Primary ECM
1245,8,370,22,952,100.0,100.0,0.2,327,349,Primary ECM
1246,8,370,22,950,100.0,100.0,0.3,327,359,Primary ECM
1247,8,370,22,952,100.0,100.0,0.2,322,359,Primary ECM
1248,8,371,22,942,100.0,100.0,0.3,345,345,Primary ECM
1249,8,371,22,947,100.0,100.0,0.3,345,345,Primary ECM
1250,8,370,22,943,100.0,100.0,0.2,332,349,Primary ECM
1251,8,370,22,932,100.0,100.0,0.2,332,345,Primary ECM
1252,8,369,22,938,100.0,100.0,0.2,327,345,Primary ECM
1253,8,369,22,943,100.0,100.0,0.2,327,363,Primary ECM
1254,10,369,22,939,100.0,100.0,0.2,327,363,Primary ECM
1255,8,369,22,949,100.0,100.0,0.3,340,345,Primary ECM
1256,6,370,22,953,100.0,100.0,0.2,340,345,Primary ECM
1257,10,371,22,952,100.0,100.0,0.2,340,359,Primary ECM
1258,8,371,22,944,100.0,100.0,0.2,340,345,Primary ECM
1259,6,372,19,939,100.0,100.0,0.3,345,345,Primary ECM
1260,6,371,17,895,100.0,100.0,0.2,345,359,Primary ECM
1261,6,371,17,873,100.0,100.0,0.2,332,359,Primary ECM
1262,4,369,17,854,100.0,100.0,0.2,332,340,Primary ECM
1263,8,365,17,860,100.0,100.0,0.2,332,340,Primary ECM
1264,6,363,17,866,100.0,100.0,0.2,322,349,Primary ECM
1265,6,362,18,858,100.0,100.0,0.2,322,349,Primary ECM
1266,4,361,19,873,100.0,100.0,0.2,318,349,Primary ECM
1267,4,361,19,901,100.0,100.0,0.2,318,332,Primary ECM
1268,8,363,19,911,100.0,100.0,0.3,327,332,Primary ECM
1269,4,363,19,914,100.0,100.0,0.2,318,349,Primary ECM
1270,4,364,19,916,100.0,100.0,0.3,318,327,Primary ECM
1271,6,365,19,909,100.0,100.0,0.2,332,327,Primary ECM
1272,8,365,19,904,100.0,100.0,0.2,332,345,Primary ECM
1273,4,365,21,899,100.0,100.0,0.2,308,345,Primary ECM
1274,4,365,24,934,100.0,100.0,0.3,308,327,Primary ECM
1275,8,365,30,982,100.0,100.0,0.2,318,327,Primary ECM
1276,10,365,30,1011,100.0,100.0,0.3,332,345,Primary ECM
1277,8,366,30,1024,100.0,100.0,0.4,332,340,Primary ECM
1278,8,369,30,1041,100.0,100.0,0.3,336,340,Primary ECM
1279,10,372,30,1049,100.0,100.0,0.2,336,332,Primary ECM
1280,10,376,30,1073,100.0,100.0,0.3,332,332,Primary ECM
1281,8,378,30,1100,100.0,100.0,0.2,332,359,Primary ECM
1282,12,381,30,1083,100.0,100.0,0.3,332,359,Primary ECM
1283,10,384,30,1056,100.0,100.0,0.2,340,354,Primary ECM
1284,12,386,30,1048,100.0,100.0,0.2,340,373,Primary ECM
1285,12,385,30,1041,100.0,100.0,0.2,332,373,Primary ECM
1286,12,385,30,1044,100.0,100.0,0.2,332,359,Primary ECM
1287,10,385,30,1045,100.0,100.0,0.2,349,359,Primary ECM
1288,10,384,30,1045,100.0,100.0,0.3,349,368,Primary ECM
1289,12,385,30,1048,100.0,100.0,0.2,345,368,Primary ECM
1290,14,385,30,1040,100.0,100.0,0.2,336,354,Primary ECM
1291,10,385,30,1054,100.0,100.0,0.2,336,363,Primary ECM
1292,12,385,30,1048,100.0,100.0,0.2,340,363,Primary ECM
1293,14,385,30,1043,100.0,100.0,0.2,340,377,Primary ECM
1294,12,384,30,1048,100.0,100.0,0.3,359,377,Primary ECM
1295,14,385,31,1043,100.0,100.0,0.2,359,382,Primary ECM
1296,14,385,30,1050,100.0,100.0,0.3,345,382,Primary ECM
1297,10,385,30,1053,100.0,100.0,0.2,354,377,Primary ECM
1298,12,385,30,1054,100.0,100.0,0.2,354,377,Primary ECM
1299,12,385,30,1046,100.0,100.0,0.2,368,377,Primary ECM
1300,14,385,30,1038,100.0,100.0,0.2,368,382,Primary ECM
1301,14,385,30,1051,100.0,100.0,0.3,345,382,Primary ECM
1302,10,385,30,1049,100.0,100.0,0.2,345,386,Primary ECM
1303,16,385,30,1049,100.0,100.0,0.3,373,386,Primary ECM
1304,12,386,30,1056,100.0,100.0,0.2,354,377,Primary ECM
1305,12,386,30,1058,100.0,100.0,0.2,354,386,Primary ECM
1306,12,386,30,1056,100.0,100.0,0.2,373,386,Primary ECM
1307,14,386,30,1050,100.0,100.0,0.3,373,373,Primary ECM
1308,10,386,28,1046,100.0,100.0,0.3,373,373,Primary ECM
1309,10,386,13,965,100.0,100.0,0.2,373,395,Primary ECM
1310,10,386,13,874,100.0,100.0,0.2,359,395,Primary ECM
1311,10,381,13,815,100.0,100.0,0.2,359,373,Primary ECM
1312,10,373,13,801,100.0,100.0,0.3,345,373,Primary ECM
1313,10,364,13,796,100.0,100.0,0.2,345,373,Primary ECM
1314,8,361,13,806,100.0,100.0,0.2,363,377,Primary ECM
1315,6,359,13,817,100.0,100.0,0.2,363,377,Primary ECM
1316,10,357,13,812,100.0,100.0,0.2,340,363,Primary ECM
1317,6,356,13,819,100.0,100.0,0.3,340,363,Primary ECM
1318,6,356,13,816,100.0,100.0,0.2,354,359,Primary ECM
1319,4,354,13,822,100.0,100.0,0.3,345,359,Primary ECM
1320,4,354,13,820,100.0,100.0,0.3,345,373,Primary ECM
1321,6,354,13,812,100.0,100.0,0.2,345,373,Primary ECM
1322,6,354,13,816,100.0,100.0,0.3,345,345,Primary ECM
1323,8,353,13,812,100.0,100.0,0.2,332,363,Primary ECM
1324,4,354,13,818,100.0,100.0,0.2,332,363,Primary ECM
1325,6,353,25,833,100.0,100.0,0.2,340,345,Primary ECM
1326,8,353,28,888,100.0,100.0,0.2,332,345,Primary ECM
1327,6,354,29,940,100.0,100.0,0.2,332,354,Primary ECM
1328,8,360,29,984,100.0,100.0,0.2,332,354,Primary ECM
1329,6,360,29,1022,100.0,100.0,0.2,332,345,Primary ECM
1330,8,366,29,1042,100.0,100.0,0.1,332,354,Primary ECM
1331,8,369,29,1050,100.0,100.0,0.2,332,354,Primary ECM
1332,10,374,29,1076,100.0,100.0,0.2,349,373,Primary ECM
1333,12,377,29,1054,100.0,100.0,0.3,340,373,Primary ECM
1334,10,381,29,1033,100.0,100.0,0.2,340,354,Primary ECM
1335,10,381,29,1010,100.0,100.0,0.2,345,354,Primary ECM
1336,12,381,29,1008,100.0,100.0,0.2,345,363,Primary ECM
1337,12,381,29,1009,100.0,100.0,0.2,340,359,Primary ECM
1338,14,381,29,1018,100.0,100.0,0.3,340,359,Primary ECM
1339,10,381,29,1025,100.0,100.0,0.3,354,368,Primary ECM
1340,10,380,29,1015,100.0,100.0,0.2,336,368,Primary ECM
1341,12,380,29,1020,100.0,100.0,0.2,336,363,Primary ECM
1342,12,381,13,963,100.0,100.0,0.1,349,363,Primary ECM
1343,10,376,13,863,100.0,100.0,0.1,349,386,Primary ECM
1344,8,370,13,814,100.0,100.0,0.2,336,382,Primary ECM
1345,8,364,13,797,100.0,100.0,0.3,336,382,Primary ECM
1346,8,361,13,800,100.0,100.0,0.2,359,373,Primary ECM
1347,8,358,13,815,100.0,100.0,0.3,354,373,Primary ECM
1348,8,356,17,829,100.0,100.0,0.2,354,363,Primary ECM
1349,6,356,28,900,100.0,100.0,0.2,340,363,Primary ECM
1350,12,356,28,944,100.0,100.0,0.2,340,363,Primary ECM
1351,8,362,28,997,100.0,100.0,0.2,345,359,Primary ECM
1352,8,367,28,1027,100.0,100.0,0.2,345,359,Primary ECM
1353,8,370,28,1064,100.0,100.0,0.3,349,377,Primary ECM
1354,10,375,28,1058,100.0,100.0,0.2,359,377,Primary ECM
1355,8,379,28,1031,100.0,100.0,0.3,359,363,Primary ECM
1356,8,380,28,1003,100.0,100.0,0.2,354,363,Primary ECM
1357,10,380,28,1000,100.0,100.0,0.1,354,373,Primary ECM
1358,8,380,28,990,100.0,100.0,0.2,363,373,Primary ECM
1359,10,380,13,957,100.0,100.0,0.3,363,368,Primary ECM
1360,10,376,13,855,100.0,100.0,0.2,359,368,Primary ECM
1361,10,370,13,813,100.0,100.0,0.3,340,368,Primary ECM
1362,8,363,28,814,100.0,100.0,0.2,340,363,Primary ECM
1363,8,361,34,903,100.0,100.0,0.2,332,363,Primary ECM
1364,8,361,34,949,100.0,100.0,0.2,332,359,Primary ECM
1365,10,361,40,990,100.0,100.0,0.2,340,359,Primary ECM
1366,8,364,40,1034,100.0,100.0,0.3,340,363,Primary ECM
1367,12,367,40,1063,100.0,100.0,0.2,340,386,Primary ECM
1368,10,374,40,1099,100.0,100.0,0.2,345,386,Primary ECM
1369,10,374,40,1108,100.0,100.0,0.2,345,377,Primary ECM
1370,14,379,40,1132,100.0,100.0,0.2,368,377,Primary ECM
1371,14,387,40,1143,100.0,100.0,0.2,368,386,Primary ECM
1372,16,387,40,1147,100.0,100.0,0.3,373,386,Primary ECM
1373,18,390,40,1141,100.0,100.0,0.3,373,386,Primary ECM
1374,16,392,40,1159,100.0,100.0,0.2,354,386,Primary ECM
1375,16,394,40,1159,100.0,100.0,0.2,363,386,Primary ECM
1376,18,395,40,1161,100.0,100.0,0.2,363,395,Primary ECM
1377,20,396,13,1108,100.0,100.0,0.3,377,395,Primary ECM
1378,18,395,13,973,100.0,100.0,0.3,377,409,Primary ECM
1379,12,386,13,895,100.0,100.0,0.3,386,409,Primary ECM
1380,14,379,13,841,100.0,100.0,0.2,386,400,Primary ECM
1381,14,378,13,808,100.0,100.0,0.2,382,404,Primary ECM
1382,10,372,13,804,100.0,100.0,0.3,377,404,Primary ECM
1383,10,366,13,807,100.0,100.0,0.2,377,400,Primary ECM
1384,10,360,13,815,100.0,100.0,0.2,363,400,Primary ECM
1385,10,357,13,819,100.0,100.0,0.2,363,400,Primary ECM
1386,12,356,13,816,100.0,100.0,0.2,354,400,Primary ECM
1387,8,355,13,819,100.0,100.0,0.2,354,404,Primary ECM
1388,10,355,13,819,100.0,100.0,0.2,363,404,Primary ECM
1389,8,355,13,822,100.0,100.0,0.2,363,382,Primary ECM
1390,8,354,13,823,100.0,100.0,0.2,363,382,Primary ECM
1391,6,354,13,825,100.0,100.0,0.2,340,400,Primary ECM
1392,6,353,13,815,100.0,100.0,0.2,340,400,Primary ECM
1393,6,353,13,808,100.0,100.0,0.2,354,382,Primary ECM
1394,6,353,13,823,100.0,100.0,0.2,354,373,Primary ECM
1395,8,353,13,814,100.0,100.0,0.2,349,373,Primary ECM
1396,4,352,13,820,100.0,100.0,0.2,349,377,Primary ECM
1397,6,353,13,822,100.0,100.0,0.2,359,377,Primary ECM
1398,6,353,13,812,100.0,100.0,0.2,345,363,Primary ECM
1399,6,353,13,822,100.0,100.0,0.2,345,363,Primary ECM
1400,6,353,13,814,100.0,100.0,0.3,332,377,Primary ECM
1401,8,353,13,819,100.0,100.0,0.2,332,377,Primary ECM
1402,6,353,13,821,100.0,100.0,0.2,327,377,Primary ECM
1403,8,353,13,818,100.0,100.0,0.3,327,368,Primary ECM
1404,6,354,13,815,100.0,100.0,0.2,340,368,Primary ECM
1405,6,354,13,812,100.0,100.0,0.3,327,368,Primary ECM
1406,6,353,13,819,100.0,100.0,0.2,327,368,Primary ECM
1407,8,353,13,813,100.0,100.0,0.2,327,363,Primary ECM
1408,4,353,13,816,100.0,100.0,0.2,327,359,Primary ECM
1409,8,353,13,823,100.0,100.0,0.3,340,359,Primary ECM
1410,6,353,13,820,100.0,100.0,0.2,340,354,Primary ECM
1411,6,353,13,825,100.0,100.0,0.2,313,354,Primary ECM
1412,6,353,13,814,100.0,100.0,0.2,313,359,Primary ECM
1413,8,353,15,820,100.0,100.0,0.2,313,359,Primary ECM
1414,6,353,15,849,100.0,100.0,0.2,327,363,Primary ECM
1415,4,353,16,856,100.0,100.0,0.2,327,363,Primary ECM
1416,4,355,23,882,100.0,100.0,0.3,322,363,Primary ECM
1417,4,356,23,945,100.0,100.0,0.2,322,359,Primary ECM
1418,6,361,23,980,100.0,100.0,0.3,318,359,Primary ECM
1419,8,364,23,984,100.0,100.0,0.3,318,359,Primary ECM
1420,8,366,23,961,100.0,100.0,0.3,340,359,Primary ECM
1421,8,367,23,962,100.0,100.0,0.3,322,349,Primary ECM
1422,6,368,23,957,100.0,100.0,0.2,322,349,Primary ECM
1423,8,369,32,969,100.0,100.0,0.2,322,349,Primary ECM
1424,8,369,32,1005,100.0,100.0,0.3,322,363,Primary ECM
1425,10,372,32,1036,100.0,100.0,0.3,322,363,Primary ECM
1426,10,376,29,1060,100.0,100.0,0.2,322,359,Primary ECM
1427,12,381,19,1034,100.0,100.0,0.2,327,359,Primary ECM
1428,10,380,13,928,100.0,100.0,0.2,327,363,Primary ECM
1429,10,375,13,854,100.0,100.0,0.2,349,363,Primary ECM
1430,10,369,13,807,100.0,100.0,0.2,349,363,Primary ECM
1431,8,364,13,799,100.0,100.0,0.2,345,359,Primary ECM
1432,10,363,13,797,100.0,100.0,0.2,345,359,Primary ECM
1433,6,359,13,807,100.0,100.0,0.2,345,359,Primary ECM
1434,8,357,13,808,100.0,100.0,0.3,345,359,Primary ECM
1435,8,355,13,816,100.0,100.0,0.2,332,368,Primary ECM
1436,6,355,14,822,100.0,100.0,0.3,322,368,Primary ECM
1437,6,354,18,845,100.0,100.0,0.2,322,354,Primary ECM
1438,8,355,18,882,100.0,100.0,0.3,345,354,Primary ECM
1439,8,358,18,905,100.0,100.0,0.2,345,363,Primary ECM
1440,8,359,18,898,100.0,100.0,0.2,318,354,Primary ECM
1441,6,361,18,893,100.0,100.0,0.2,318,354,Primary ECM
1442,6,361,16,881,100.0,100.0,0.3,332,349,Primary ECM
1443,6,360,13,828,100.0,100.0,0.2,327,349,Primary ECM
1444,6,358,13,807,100.0,100.0,0.2,327,354,Primary ECM
1445,6,355,13,800,100.0,100.0,0.3,336,354,Primary ECM
1446,6,353,13,804,100.0,100.0,0.2,336,349,Primary ECM
1447,6,352,13,817,100.0,100.0,0.2,332,349,Primary ECM
1448,6,353,13,809,100.0,100.0,0.3,332,349,Primary ECM
1449,8,352,13,818,100.0,100.0,0.2,322,340,Primary ECM
1450,4,353,13,819,100.0,100.0,0.2,322,340,Primary ECM
1451,4,352,13,811,100.0,100.0,0.2,322,340,Primary ECM
1452,6,353,13,821,100.0,100.0,0.2,322,340,Primary ECM
1453,6,353,13,821,100.0,100.0,0.2,322,354,Primary ECM
1454,4,353,13,813,100.0,100.0,0.3,318,354,Primary ECM
1455,6,353,13,818,100.0,100.0,0.2,318,340,Primary ECM
1456,8,353,13,821,100.0,100.0,0.2,308,354,Primary ECM
1457,4,353,13,819,100.0,100.0,0.2,327,354,Primary ECM
1458,8,353,13,820,100.0,100.0,0.2,327,349,Primary ECM
1459,4,353,13,821,100.0,100.0,0.2,322,349,Primary ECM
1460,6,353,0,789,100.0,100.0,0.3,322,332,Primary ECM
1461,6,350,0,716,100.0,100.0,0.3,308,332,Primary ECM
1462,4,347,0,648,100.0,100.0,0.1,308,349,Primary ECM
1463,6,340,0,615,100.0,100.0,0.1,322,349,Primary ECM
1464,6,336,0,651,100.5,100.0,0.2,304,332,Primary ECM
1465,6,336,0,651,100.5,100.0,0.2,304,332,Primary ECM
1466,4,335,0,663,100.5,100.0,0.3,304,322,Primary ECM
1467,6,335,0,661,100.5,100.0,0.3,304,322,Primary ECM
1468,4,335,0,661,100.5,100.0,0.3,308,322,Primary ECM
1469,4,334,0,660,100.0,100.0,0.2,308,322,Primary ECM
1470,4,333,0,655,100.0,100.0,0.2,290,327,Primary ECM
1471,4,333,0,647,100.0,100.0,0.2,290,332,Primary ECM
1472,4,332,0,648,100.5,100.0,0.2,290,332,Primary ECM
1473,4,332,0,648,100.5,100.0,0.2,290,327,Primary ECM
1474,6,332,0,648,100.0,100.0,0.2,290,327,Primary ECM
1475,4,331,0,650,100.5,100.0,0.2,299,304,Primary ECM
1476,4,331,0,650,100.5,100.0,0.2,299,304,Primary ECM
1477,4,331,0,649,100.5,100.0,0.3,280,318,Primary ECM
1478,2,332,0,650,100.5,100.0,0.2,280,313,Primary ECM
1479,4,331,0,648,100.0,100.0,0.2,285,313,Primary ECM
1480,4,331,0,648,100.0,100.0,0.2,285,313,Primary ECM
1481,4,331,0,648,100.0,100.0,0.2,280,313,Primary ECM
1482,4,331,0,648,100.5,100.0,0.2,280,313,Primary ECM
1483,2,331,0,653,100.0,100.0,0.2,280,313,Primary ECM
1484,6,331,0,652,100.5,100.0,0.2,280,299,Primary ECM
1485,4,332,0,661,100.0,100.0,0.2,280,299,Primary ECM
1486,2,332,0,671,100.0,100.0,0.2,276,299,Primary ECM
1487,2,331,0,660,100.0,100.0,0.2,276,290,Primary ECM
1488,2,331,0,660,100.0,100.0,0.2,280,290,Primary ECM
1489,2,332,0,656,100.0,100.0,0.2,276,280,Primary ECM
1490,2,333,0,656,100.0,100.0,0.2,276,280,Primary ECM
1491,4,333,0,650,100.0,100.0,0.2,262,285,Primary ECM
1492,2,333,0,656,100.5,100.0,0.3,262,276,Primary ECM
1493,2,333,0,655,100.5,100.0,0.2,276,276,Primary ECM
1494,2,333,0,656,100.0,100.0,0.2,276,304,Primary ECM
1495,2,333,0,651,100.5,100.0,0.2,252,304,Primary ECM
1496,2,333,0,650,100.5,100.0,0.3,252,280,Primary ECM
1497,2,333,0,650,100.5,100.0,0.3,252,280,Primary ECM
1498,0,333,0,652,100.5,100.0,0.2,262,280,Primary ECM
1499,2,333,0,649,100.0,100.0,0.2,262,276,Primary ECM
1500,2,333,0,651,100.5,100.0,0.2,247,276,Primary ECM
1501,2,333,0,651,100.5,100.0,0.2,247,276,Primary ECM
1502,2,333,0,653,100.0,100.0,0.2,252,276,Primary ECM
1503,2,334,0,648,100.5,100.0,0.2,247,276,Primary ECM
1504,2,334,0,648,100.5,100.0,0.2,247,276,Primary ECM
1505,0,333,0,651,100.0,100.0,0.2,242,257,Primary ECM
1506,2,333,0,648,100.0,100.0,0.2,242,252,Primary ECM
1507,2,333,0,648,100.0,100.0,0.2,233,252,Primary ECM
1508,2,334,0,648,100.5,100.0,0.2,233,271,Primary ECM
1509,2,334,0,648,100.5,100.0,0.2,223,271,Primary ECM
1510,2,333,0,648,100.0,100.0,0.2,242,271,Primary ECM
1511,2,333,0,648,100.5,100.0,0.2,242,271,Primary ECM
1512,0,333,0,651,100.0,100.0,0.3,223,252,Primary ECM
1513,2,333,0,653,100.0,100.0,0.2,223,242,Primary ECM
1514,0,333,0,655,100.0,100.0,0.2,218,242,Primary ECM
1515,2,333,0,648,100.5,100.0,0.2,218,242,Primary ECM
1516,2,333,0,648,100.5,100.0,0.2,213,242,Primary ECM
1517,2,333,0,647,100.0,100.0,0.2,233,237,Primary ECM
1518,0,333,0,648,100.5,100.0,0.2,233,237,Primary ECM
1519,0,333,0,652,100.0,100.0,0.3,213,257,Primary ECM
1520,0,333,0,649,100.5,100.0,0.2,213,242,Primary ECM
1521,0,333,0,649,100.5,100.0,0.2,204,242,Primary ECM
1522,0,333,0,650,100.0,100.0,0.2,204,252,Primary ECM
1523,0,333,0,650,100.0,100.0,0.2,218,252,Primary ECM
1524,0,333,0,648,100.0,100.0,0.2,208,237,Primary ECM
1525,0,333,0,648,100.0,100.0,0.2,208,237,Primary ECM
1526,0,334,0,654,100.5,100.0,0.2,208,228,Primary ECM
1527,0,333,0,652,100.5,100.0,0.2,208,228,Primary ECM
1528,0,333,0,655,100.0,100.0,0.2,208,228,Primary ECM
1529,0,333,0,651,100.0,100.0,0.2,208,223,Primary ECM
1530,0,333,0,651,100.0,100.0,0.2,218,223,Primary ECM
1531,0,333,0,654,100.5,100.0,0.2,194,223,Primary ECM
1532,0,333,0,654,100.5,100.0,0.2,194,223,Primary ECM
1533,2,333,0,649,100.5,100.0,0.2,204,218,Primary ECM
1534,0,333,0,648,100.0,100.0,0.2,204,237,Primary ECM
1535,0,333,0,648,100.0,100.0,0.2,194,237,Primary ECM
1536,2,332,0,653,100.5,100.0,0.2,194,223,Primary ECM
1537,2,332,0,653,100.5,100.0,0.2,204,223,Primary ECM
1538,0,333,0,652,100.0,100.0,0.1,194,213,Primary ECM
1539,0,333,0,652,100.0,100.0,0.1,194,213,Primary ECM
1540,0,333,0,648,100.5,100.0,0.2,184,213,Primary ECM
1541,0,333,0,647,100.0,100.0,0.2,184,213,Primary ECM
1542,0,333,0,652,100.5,100.0,0.3,184,213,Primary ECM
1543,0,333,0,652,100.0,100.0,0.3,184,223,Primary ECM
1544,0,333,0,652,100.0,100.0,0.3,184,223,Primary ECM
1545,0,333,0,652,100.0,100.0,0.2,184,223,Primary ECM
1546,0,333,0,651,100.5,100.0,0.2,184,223,Primary ECM
1547,0,333,0,651,100.5,100.0,0.2,189,208,Primary ECM
1548,0,333,0,654,100.0,100.0,0.2,189,218,Primary ECM
1549,0,333,0,654,100.0,100.0,0.2,179,218,Primary ECM
1550,2,333,0,648,100.0,100.0,0.2,179,218,Primary ECM
1551,2,333,0,648,100.0,100.0,0.2,179,218,Primary ECM
1552,0,333,0,652,100.0,100.0,0.2,184,204,Primary ECM
1553,0,333,0,652,100.0,100.0,0.2,184,204,Primary ECM
1554,0,333,0,652,100.5,100.0,0.2,184,213,Primary ECM
1555,0,332,0,653,100.5,100.0,0.2,184,218,Primary ECM
1556,0,333,0,648,100.5,100.0,0.3,189,218,Primary ECM
1557,0,333,0,648,100.0,100.0,0.3,189,218,Primary ECM
1558,0,333,0,648,100.0,100.0,0.3,174,218,Primary ECM
1559,0,333,0,648,100.5,100.0,0.1,189,199,Primary ECM
1560,2,333,0,653,100.0,100.0,0.2,189,199,Primary ECM
1561,0,332,0,653,100.0,100.0,0.2,184,204,Primary ECM
1562,0,333,0,652,100.0,100.0,0.3,184,204,Primary ECM
1563,0,333,0,651,100.5,100.0,0.2,179,204,Primary ECM
1564,0,333,0,648,100.0,100.0,0.2,179,194,Primary ECM
1565,0,333,0,648,100.0,100.0,0.2,184,194,Primary ECM
1566,0,333,0,648,100.0,100.0,0.2,164,208,Primary ECM
1567,2,333,0,652,100.5,100.0,0.3,164,194,Primary ECM
1568,2,333,0,652,100.5,100.0,0.3,179,194,Primary ECM
1569,0,333,0,653,100.0,100.0,0.2,179,204,Primary ECM
1570,0,333,0,653,100.0,100.0,0.2,169,204,Primary ECM
1571,2,334,0,650,100.0,100.0,0.2,169,189,Primary ECM
1572,2,334,0,650,100.0,100.0,0.2,174,189,Primary ECM
1573,0,332,0,653,100.5,100.0,0.2,179,199,Primary ECM
1574,2,333,0,649,100.0,100.0,0.2,179,194,Primary ECM
1575,0,332,0,652,100.5,100.0,0.2,169,194,Primary ECM
1576,0,333,0,653,100.5,100.0,0.2,169,199,Primary ECM
1577,0,333,0,653,100.5,100.0,0.2,164,199,Primary ECM
1578,0,333,0,648,100.5,100.0,0.2,164,199,Primary ECM
1579,0,333,0,648,100.5,100.0,0.2,164,199,Primary ECM
1580,0,332,0,652,100.0,100.0,0.2,169,184,Primary ECM
1581,0,333,0,648,100.0,100.0,0.2,169,184,Primary ECM
1582,0,333,0,648,100.0,100.0,0.2,174,184,Primary ECM
1583,0,333,0,652,100.5,100.0,0.2,174,184,Primary ECM
"12/22/2021 20:48","Data Logging Canceled","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
