"12/22/2021 22:35","3512B Center (4TN00222)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","kPa","kPa","%","RPM","kPa","kPa","kPa","Deg C","Deg C"
127,2,255,0,650,100.5,100.5,0.1,257,237
128,2,254,0,651,100.5,100.5,0.1,280,247
129,2,254,0,651,100.5,100.5,0.1,280,247
130,2,253,0,649,100.5,100.5,0.2,257,257
131,2,253,0,649,100.5,100.5,0.2,257,257
132,4,253,0,649,100.5,100.5,0.2,276,237
133,2,253,0,652,100.5,100.5,0.1,266,242
134,2,253,0,652,100.5,100.5,0.1,266,242
135,2,253,0,656,100.5,100.5,0.1,257,233
136,2,254,0,661,100.5,100.5,0.1,257,247
137,2,256,0,664,100.5,100.5,0.2,252,233
138,0,256,58,685,100.5,100.5,0.2,252,247
139,0,263,73,813,100.5,100.5,0.1,266,233
140,0,309,14,965,100.5,100.0,0.2,257,247
141,0,309,14,965,100.5,100.0,0.2,257,247
142,2,329,14,873,100.5,100.0,0.2,271,237
143,2,329,14,873,100.5,100.0,0.2,271,237
144,2,340,14,807,100.5,100.0,0.1,252,247
145,2,340,14,807,100.5,100.0,0.1,252,247
146,2,336,14,800,100.5,100.0,0.2,257,233
147,2,337,14,826,100.5,100.5,0.2,266,237
148,2,337,14,829,100.5,100.5,0.1,266,223
149,2,338,14,830,100.5,100.5,0.1,266,237
150,2,338,14,830,100.5,100.5,0.1,266,237
151,2,340,13,822,100.5,100.5,0.2,252,237
152,2,340,13,822,100.5,100.5,0.1,252,223
153,2,340,13,820,100.5,100.0,0.2,237,223
154,2,339,13,821,100.5,100.5,0.1,257,233
155,2,339,13,821,100.5,100.5,0.1,257,233
156,2,339,15,829,100.5,100.5,0.1,233,223
157,2,339,15,829,100.5,100.5,0.1,233,223
158,4,340,15,841,100.5,100.5,0.1,252,218
159,2,341,15,847,100.5,100.0,0.2,252,228
160,2,343,15,838,100.5,100.5,0.0,252,213
161,2,343,15,838,100.5,100.5,0.0,242,213
162,2,344,15,837,100.5,100.0,0.2,242,228
163,0,344,15,841,100.5,100.5,0.0,252,218
164,0,344,15,841,100.5,100.5,0.0,252,218
165,0,343,15,835,100.5,100.0,0.1,257,223
166,0,343,15,835,100.5,100.0,0.1,257,223
167,2,342,20,841,100.5,100.0,0.0,233,223
168,2,349,30,1010,100.5,100.0,0.1,233,199
169,2,351,30,1056,100.0,100.0,0.0,233,223
170,2,360,30,1062,100.0,100.0,0.0,237,213
171,2,360,30,1062,100.0,100.0,0.0,237,213
172,2,372,30,1034,100.0,100.0,0.0,262,223
173,2,372,30,1034,100.0,100.0,0.0,262,223
174,4,373,30,1017,100.0,100.0,0.2,247,218
175,4,374,30,1018,100.0,100.0,0.2,271,237
176,4,375,30,1034,100.0,100.0,0.0,271,218
177,6,375,30,1036,100.0,100.0,0.0,252,218
178,6,375,30,1036,100.0,100.0,0.0,252,218
179,6,377,40,1106,100.0,100.0,0.1,280,237
180,8,381,40,1153,100.0,100.0,0.1,280,228
181,8,381,40,1153,100.0,100.0,0.1,280,228
182,12,385,40,1176,100.0,100.0,0.0,280,257
183,10,389,40,1187,100.0,100.0,0.0,290,247
184,14,393,40,1175,100.0,100.0,0.0,285,257
185,14,393,40,1175,100.0,100.0,0.0,285,257
186,12,395,40,1175,100.0,100.0,0.0,304,262
187,12,395,40,1171,100.0,100.0,0.1,304,257
188,14,396,40,1166,100.0,100.0,0.0,322,280
189,14,396,40,1166,100.0,100.0,0.0,322,280
190,16,396,39,1162,100.0,100.0,0.1,313,290
191,16,396,40,1161,100.0,100.0,0.1,327,280
192,18,397,39,1162,100.0,100.0,0.0,327,276
193,16,397,40,1165,100.0,100.0,0.1,336,299
194,18,396,40,1166,100.0,100.0,0.0,336,290
195,16,397,39,1162,100.0,100.0,0.1,318,304
196,16,397,40,1160,100.0,100.0,0.0,318,290
197,18,397,40,1164,100.0,100.0,0.2,327,304
198,18,397,40,1164,100.0,100.0,0.2,327,304
199,18,397,40,1167,100.0,100.0,0.0,336,318
200,18,397,40,1168,100.0,100.0,0.0,336,308
201,18,398,40,1171,100.0,100.0,0.0,340,308
202,18,398,40,1171,100.0,100.0,0.0,340,308
203,16,398,40,1164,100.0,100.0,0.1,349,313
204,16,397,44,1176,100.0,100.0,0.0,349,322
205,20,397,44,1216,100.0,100.0,0.0,359,304
206,20,397,44,1216,100.0,100.0,0.0,359,304
207,20,401,44,1238,100.0,100.0,0.0,345,322
208,20,401,44,1236,100.0,100.0,0.0,345,318
209,20,403,44,1226,100.0,100.0,0.1,349,340
210,20,403,44,1229,100.0,100.0,0.1,363,322
211,20,404,44,1226,100.0,100.0,0.0,363,336
212,22,405,44,1228,100.0,100.0,0.1,359,345
213,20,404,44,1226,100.0,100.0,0.1,359,345
214,22,404,44,1223,100.0,100.0,0.0,377,349
215,22,404,44,1223,100.0,100.0,0.0,377,349
216,24,404,44,1220,100.0,100.0,0.1,377,340
217,22,404,44,1227,100.0,100.0,0.1,382,359
218,20,404,44,1214,100.0,100.0,0.0,382,359
219,24,404,44,1200,100.0,100.0,0.1,373,349
220,24,402,44,1199,100.0,100.0,0.0,373,340
221,24,399,44,1206,100.0,100.0,0.0,368,349
222,24,399,44,1206,100.0,100.0,0.0,368,349
223,26,398,44,1217,100.0,100.0,0.0,395,363
224,28,398,44,1233,100.0,100.0,0.0,390,349
225,28,399,44,1234,100.0,100.0,0.1,390,373
226,28,402,44,1245,100.0,100.0,0.1,386,373
227,26,403,44,1239,100.0,100.0,0.0,386,368
228,24,405,44,1235,100.0,100.0,0.1,400,363
229,24,405,44,1235,100.0,100.0,0.1,400,363
230,24,405,44,1227,100.0,100.0,0.1,414,373
231,26,405,44,1228,100.0,100.0,0.0,390,390
232,24,405,44,1231,100.0,100.0,0.0,390,377
233,24,406,44,1223,100.0,100.0,0.0,418,377
234,22,406,44,1213,100.0,100.0,0.0,418,390
235,24,404,44,1192,100.0,100.0,0.1,404,373
236,24,404,44,1192,100.0,100.0,0.1,404,373
237,26,401,44,1201,100.0,100.0,0.0,414,386
238,26,400,44,1222,100.0,100.0,0.0,418,373
239,28,401,44,1235,100.0,100.0,0.0,418,395
240,28,404,44,1239,100.0,100.0,0.1,427,390
241,24,404,44,1225,100.0,100.0,0.1,427,382
242,26,403,44,1212,100.0,100.0,0.1,427,400
243,26,403,44,1212,100.0,100.0,0.1,427,400
244,26,402,44,1222,100.0,100.0,0.0,414,404
245,26,403,44,1234,100.0,100.0,0.0,422,404
246,24,403,44,1231,100.0,100.0,0.1,422,409
247,24,404,44,1225,100.0,100.0,0.1,427,400
248,26,405,44,1225,100.0,100.0,0.1,427,395
249,24,404,44,1219,100.0,100.0,0.1,427,386
250,26,404,44,1221,100.0,100.0,0.1,427,386
251,26,404,44,1221,100.0,100.0,0.1,436,386
252,26,403,44,1210,100.0,100.0,0.0,409,404
253,24,404,44,1207,100.0,100.0,0.0,409,400
254,24,403,44,1226,100.0,100.0,0.1,427,409
255,26,403,44,1227,100.0,100.0,0.2,427,404
256,24,403,44,1224,100.0,100.0,0.0,436,395
257,24,403,44,1224,100.0,100.0,0.0,436,395
258,24,402,47,1214,100.0,100.0,0.0,422,404
259,26,403,48,1256,100.0,100.0,0.0,431,409
260,28,408,48,1292,100.0,100.0,0.1,431,418
261,28,408,48,1292,100.0,100.0,0.1,422,418
262,30,409,48,1291,100.0,100.0,0.2,422,414
263,30,410,48,1297,100.0,100.0,0.1,431,414
264,30,413,48,1295,99.5,100.0,0.1,445,418
265,32,413,48,1293,100.0,100.0,0.0,445,409
266,30,413,48,1291,100.0,100.0,0.1,436,418
267,34,414,48,1288,99.5,100.0,0.0,436,422
268,30,416,48,1296,100.0,100.0,0.1,436,414
269,30,416,48,1296,100.0,100.0,0.1,436,414
270,32,415,48,1300,99.5,100.0,0.0,449,422
271,30,418,48,1294,99.5,100.0,0.0,427,436
272,28,418,48,1289,100.0,100.0,0.0,427,431
273,28,418,48,1289,100.0,100.0,0.0,441,431
274,32,416,48,1284,100.0,100.0,0.0,441,422
275,28,417,49,1289,100.0,100.0,0.1,445,422
276,28,419,48,1295,100.0,100.0,0.1,445,427
277,28,419,48,1295,100.0,100.0,0.1,449,427
278,26,418,49,1290,100.0,100.0,0.0,436,427
279,28,419,49,1286,100.0,100.0,0.0,436,418
280,26,420,49,1285,99.5,100.0,0.1,441,427
281,26,419,49,1288,100.0,100.0,0.0,441,427
282,26,419,48,1284,100.0,100.0,0.2,431,409
283,26,419,48,1284,100.0,100.0,0.2,431,409
284,26,418,48,1279,100.0,100.0,0.0,445,414
285,22,419,49,1285,100.0,100.0,0.2,441,409
286,26,418,49,1286,100.0,100.0,0.1,441,409
287,24,420,48,1282,100.0,100.0,0.1,422,422
288,26,418,49,1278,100.0,100.0,0.1,422,400
289,26,419,48,1288,100.0,100.0,0.0,418,400
290,26,419,48,1288,100.0,100.0,0.0,418,400
291,24,418,48,1294,100.0,100.0,0.1,436,418
292,22,419,49,1296,100.0,100.0,0.1,414,414
293,24,419,49,1290,100.0,100.0,0.0,414,414
294,26,420,49,1286,100.0,100.0,0.0,431,395
295,24,419,49,1281,100.0,100.0,0.0,431,400
296,24,420,48,1279,100.0,100.0,0.0,409,414
297,24,420,48,1279,100.0,100.0,0.0,409,414
298,20,419,49,1287,100.0,100.0,0.1,422,390
299,24,421,49,1281,100.0,100.0,0.1,422,386
300,22,419,48,1279,100.0,100.0,0.0,422,386
301,24,418,48,1285,100.0,100.0,0.0,427,386
302,22,419,48,1287,100.0,100.0,0.1,427,386
303,24,419,48,1280,100.0,100.0,0.1,414,400
304,24,418,49,1278,100.0,100.0,0.1,414,386
305,22,419,48,1284,100.0,100.0,0.1,431,386
306,22,418,48,1281,100.0,100.0,0.0,418,390
307,24,418,48,1279,100.0,100.0,0.1,418,386
308,22,418,49,1283,100.0,100.0,0.0,404,377
309,24,417,48,1284,100.0,100.0,0.0,404,382
310,24,418,49,1293,100.0,100.0,0.0,427,395
311,24,420,48,1290,100.0,100.0,0.0,427,386
312,24,418,48,1299,100.0,100.0,0.0,404,395
313,24,418,48,1299,100.0,100.0,0.0,422,395
314,22,421,48,1292,100.0,100.0,0.0,422,377
315,22,419,49,1292,100.0,100.0,0.0,409,386
316,22,420,48,1285,100.0,100.0,0.2,409,386
317,20,420,48,1289,100.0,100.0,0.1,400,386
318,24,420,49,1289,100.0,100.0,0.0,400,382
319,22,421,48,1284,100.0,100.0,0.1,404,373
320,20,420,48,1278,100.0,100.0,0.1,409,395
321,22,420,48,1278,100.0,100.0,0.2,409,368
322,22,420,49,1278,100.0,100.0,0.1,400,382
323,20,419,49,1274,100.0,100.0,0.1,400,377
324,22,419,48,1291,100.0,100.0,0.0,404,382
325,20,420,49,1294,100.0,100.0,0.0,404,386
326,24,419,48,1292,100.0,100.0,0.0,404,368
327,20,420,54,1296,100.0,100.0,0.1,404,368
328,24,420,55,1330,100.0,100.0,0.0,404,368
329,20,421,57,1370,100.0,100.0,0.0,395,368
330,26,422,62,1408,100.0,100.0,0.1,395,373
331,26,430,62,1447,99.5,100.0,0.1,414,363
332,28,436,62,1477,99.5,100.0,0.1,414,382
333,34,436,62,1486,99.5,100.0,0.1,418,386
334,34,442,62,1487,99.5,100.0,0.1,422,390
335,34,448,62,1483,99.5,100.0,0.2,422,395
336,34,450,62,1476,99.5,100.0,0.1,422,395
337,34,450,62,1476,99.5,100.0,0.1,422,395
338,34,453,63,1471,99.5,100.0,0.0,431,390
339,34,453,63,1471,99.5,100.0,0.0,431,390
340,38,453,66,1494,99.5,100.0,0.0,431,409
341,40,453,66,1506,99.5,100.0,0.1,441,409
342,38,454,66,1513,99.5,99.5,0.0,441,395
343,38,455,70,1517,99.5,99.5,0.2,445,386
344,46,455,71,1545,99.5,99.5,0.1,445,414
345,44,453,71,1584,99.5,99.5,0.1,427,404
346,44,453,71,1584,99.5,99.5,0.1,427,404
347,46,455,71,1593,99.5,99.5,0.1,445,418
348,56,458,71,1586,99.0,99.5,0.1,436,422
349,56,458,71,1586,99.0,99.5,0.1,436,422
350,56,458,71,1588,99.0,99.5,0.1,463,414
351,56,457,71,1592,99.0,99.5,0.1,463,422
352,56,458,71,1584,99.0,99.5,0.1,441,414
353,56,458,71,1584,99.0,99.5,0.1,441,414
354,58,458,71,1590,99.0,99.5,0.0,449,436
355,58,462,71,1603,99.0,99.5,0.1,472,436
356,56,463,71,1591,99.0,99.5,0.0,472,431
357,54,462,71,1578,99.0,99.5,0.1,449,436
358,56,462,71,1572,99.0,99.5,0.0,449,431
359,52,461,71,1571,99.0,99.5,0.1,468,418
360,56,461,71,1564,99.0,99.5,0.1,468,431
361,52,461,71,1576,99.0,99.5,0.1,449,431
362,54,461,71,1581,99.0,99.5,0.1,441,418
363,48,462,71,1586,99.0,99.5,0.1,441,431
364,52,463,71,1588,99.0,99.5,0.1,441,418
365,52,463,71,1588,99.0,99.5,0.1,441,418
366,54,463,71,1586,99.0,99.5,0.2,449,431
367,54,463,71,1575,99.0,99.5,0.1,449,422
368,48,462,71,1572,99.0,99.5,0.2,445,422
369,52,462,71,1584,99.0,99.5,0.2,458,418
370,50,462,71,1585,99.0,99.5,0.1,458,436
371,54,461,71,1582,99.0,99.5,0.0,463,427
372,52,462,71,1581,99.0,99.5,0.0,463,427
373,52,462,71,1584,99.0,99.5,0.1,463,422
374,52,462,71,1584,99.0,99.5,0.1,463,422
375,52,461,71,1586,99.0,99.5,0.1,454,409
376,54,461,71,1579,99.0,99.5,0.1,445,427
377,50,462,71,1577,99.0,99.5,0.0,445,427
378,48,462,71,1575,99.0,99.5,0.0,441,414
379,52,461,71,1579,99.0,99.5,0.1,441,427
380,52,463,71,1574,99.0,99.5,0.2,441,414
381,52,463,71,1574,99.0,99.5,0.2,441,414
382,50,462,71,1580,99.0,99.5,0.0,441,427
383,52,462,71,1586,99.0,99.5,0.2,436,422
384,52,462,71,1579,99.0,99.5,0.0,436,427
385,48,462,71,1582,99.0,99.5,0.2,458,422
386,50,463,71,1587,99.0,99.5,0.2,458,418
387,50,463,71,1574,99.0,99.5,0.1,436,418
388,48,464,71,1580,99.0,99.5,0.1,436,422
389,48,464,71,1580,99.0,99.5,0.1,454,422
390,52,463,71,1586,99.0,99.5,0.2,449,427
391,52,463,71,1586,99.0,99.5,0.2,449,427
392,54,465,71,1580,99.0,99.5,0.0,449,418
393,54,465,71,1583,99.0,99.5,0.1,449,422
394,52,466,71,1588,99.0,99.5,0.0,441,427
395,52,466,71,1576,99.0,99.5,0.1,441,427
396,48,466,71,1578,99.0,99.5,0.0,463,427
397,48,466,71,1572,99.0,99.5,0.1,454,409
398,46,465,71,1568,99.0,99.5,0.1,454,409
399,48,464,71,1578,99.0,99.5,0.1,454,414
400,48,462,71,1571,99.0,99.5,0.2,454,427
401,50,462,71,1579,99.0,99.5,0.1,445,418
402,50,462,71,1579,99.0,99.5,0.1,445,418
403,52,462,71,1573,99.0,99.5,0.1,441,427
404,48,463,71,1581,99.0,99.5,0.1,436,427
405,52,464,71,1579,99.0,99.5,0.0,436,427
406,52,463,71,1582,99.0,99.5,0.1,454,418
407,54,464,71,1582,99.0,99.5,0.0,454,427
408,54,463,72,1585,99.0,99.5,0.1,463,409
409,52,463,71,1581,99.0,99.5,0.2,463,409
410,52,464,71,1583,99.0,99.5,0.0,445,422
411,52,463,71,1578,99.0,99.5,0.1,463,414
412,52,465,71,1578,99.0,99.5,0.1,463,418
413,50,465,71,1579,99.0,99.5,0.1,445,404
414,50,466,71,1585,99.0,99.5,0.1,445,427
415,50,468,71,1582,99.0,99.5,0.1,458,418
416,50,466,74,1575,99.0,99.5,0.0,458,414
417,50,466,76,1606,99.0,99.5,0.1,449,414
418,54,466,76,1643,99.0,99.5,0.1,445,409
419,56,467,76,1649,99.0,99.5,0.2,445,404
420,60,468,76,1650,99.0,99.5,0.2,449,414
421,60,469,78,1654,99.0,99.5,0.2,449,418
422,56,471,78,1661,99.0,99.5,0.2,463,409
423,56,471,78,1661,99.0,99.5,0.2,463,409
424,62,474,78,1670,99.0,99.5,0.0,454,431
425,64,475,78,1668,99.0,99.5,0.2,463,414
426,64,475,78,1668,99.0,99.5,0.2,463,414
427,62,475,78,1675,99.0,99.5,0.0,458,422
428,62,475,78,1661,99.0,99.5,0.2,458,418
429,62,476,78,1670,99.0,99.5,0.1,463,422
430,62,476,78,1670,99.0,99.5,0.1,463,422
431,60,475,78,1662,99.0,99.5,0.1,458,422
432,60,475,78,1657,99.0,99.5,0.0,472,418
433,60,475,78,1657,99.0,99.5,0.0,472,418
434,62,475,78,1663,99.0,99.5,0.1,454,422
435,58,474,78,1658,99.0,99.5,0.1,454,427
436,62,475,78,1660,99.0,99.5,0.1,454,436
437,62,475,78,1660,99.0,99.5,0.1,454,436
438,64,474,78,1658,99.0,99.5,0.1,463,436
439,60,475,78,1663,99.0,99.5,0.0,445,414
440,62,475,78,1663,99.0,99.5,0.2,445,436
441,62,475,78,1670,99.0,99.5,0.2,445,414
442,64,476,78,1668,99.0,99.5,0.1,445,431
443,66,476,78,1661,99.0,99.5,0.2,458,418
444,62,476,78,1670,99.0,99.5,0.2,458,427
445,58,476,78,1660,99.0,99.5,0.1,449,427
446,58,476,78,1662,99.0,99.5,0.2,454,427
447,58,477,78,1662,99.0,99.5,0.2,454,418
448,60,477,78,1667,99.0,99.5,0.1,445,414
449,62,476,78,1662,99.0,99.5,0.1,445,427
450,58,477,78,1662,99.0,99.5,0.2,463,422
451,58,477,78,1662,99.0,99.5,0.2,463,422
452,62,477,78,1662,99.0,99.5,0.1,445,436
453,64,477,78,1665,99.0,99.5,0.2,468,436
454,62,477,78,1668,99.0,99.5,0.2,468,427
455,64,477,78,1665,99.0,99.5,0.1,454,427
456,64,476,78,1659,99.0,99.5,0.1,454,414
457,60,477,78,1658,99.0,99.5,0.2,449,427
458,60,477,78,1658,99.0,99.5,0.2,449,427
459,58,477,78,1662,99.0,99.5,0.1,449,431
460,60,476,78,1666,99.0,99.5,0.1,449,418
461,62,476,78,1656,99.0,99.5,0.2,449,418
462,62,476,78,1660,99.0,99.5,0.1,445,431
463,62,477,78,1660,99.0,99.5,0.0,445,431
464,58,477,78,1666,99.0,99.5,0.1,463,427
465,58,477,78,1666,99.0,99.5,0.1,463,427
466,60,478,78,1663,99.0,99.5,0.1,449,431
467,58,478,78,1658,99.0,99.5,0.1,441,409
468,60,477,78,1659,99.0,99.5,0.2,441,431
469,60,477,78,1656,99.0,99.5,0.1,463,431
470,62,477,78,1661,99.0,99.5,0.2,463,431
471,58,477,78,1663,99.0,99.5,0.2,441,418
472,60,476,78,1658,99.0,99.5,0.1,441,422
473,58,476,78,1667,99.0,99.5,0.2,436,422
474,58,476,78,1657,99.0,99.5,0.1,463,431
475,56,476,78,1659,99.0,99.5,0.1,463,414
476,56,476,78,1659,99.0,99.5,0.2,441,431
477,60,476,78,1659,99.0,99.5,0.1,441,427
478,60,476,78,1666,99.0,99.5,0.2,441,427
479,60,476,78,1666,99.0,99.5,0.2,441,427
480,58,476,78,1667,99.0,99.5,0.2,445,431
481,60,477,78,1669,99.0,99.5,0.1,441,414
482,58,477,78,1659,99.0,99.5,0.2,441,409
483,56,477,78,1656,99.0,99.5,0.1,436,409
484,58,477,78,1667,99.0,99.5,0.0,436,431
485,58,477,78,1660,99.0,99.5,0.1,436,418
486,58,477,78,1660,99.0,99.5,0.1,436,418
487,58,477,78,1660,99.0,99.5,0.0,454,404
488,58,478,78,1665,99.0,99.5,0.2,449,427
489,58,477,78,1662,99.0,99.5,0.2,449,431
490,60,478,78,1661,99.0,99.5,0.2,441,427
491,60,478,78,1659,99.0,99.5,0.1,441,409
492,56,477,78,1659,99.0,99.5,0.1,449,418
493,56,477,78,1659,99.0,99.5,0.1,449,418
494,58,478,78,1662,99.0,99.5,0.2,441,404
495,60,478,78,1662,99.0,99.5,0.1,454,414
496,62,478,78,1657,99.0,99.5,0.1,454,409
497,60,478,78,1663,99.0,99.5,0.2,441,404
498,54,478,78,1662,99.0,99.5,0.2,441,422
499,54,477,78,1657,99.0,99.5,0.1,463,422
500,60,477,78,1657,99.0,99.5,0.1,463,422
501,58,477,78,1660,99.0,99.5,0.1,449,404
502,54,477,78,1654,99.0,99.5,0.2,449,422
503,58,477,78,1659,99.0,99.5,0.1,449,414
504,58,476,78,1663,99.0,99.5,0.2,436,414
505,58,477,78,1663,99.0,99.5,0.2,436,414
506,58,477,78,1666,99.0,99.5,0.2,436,409
507,58,477,78,1666,99.0,99.5,0.2,436,409
508,58,476,78,1658,99.0,99.5,0.0,436,414
509,60,477,78,1660,99.0,99.5,0.2,458,422
510,56,477,78,1663,99.0,99.5,0.1,458,414
