"12/22/2021 20:05","3512B Port (4TN00220)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","kPa","kPa","%","RPM","kPa","kPa","kPa","Deg C","Deg C",""
"Sample #","Boost Pressure","Fuel Pressure","Throttle Position","Engine Speed","Right Turbo Inlet Pressure (abs)","Left Turbo Inlet Pressure (abs)","Crankcase Pressure","Right Exhaust Temperature","Left Exhaust Temperature","ECM In Control"
1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
4,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
1149,4,360,14,842,100.0,100.0,0.0,247,285,Primary ECM
1150,4,360,14,847,100.0,100.0,0.0,247,271,Primary ECM
1151,4,360,14,849,100.0,100.0,0.1,247,271,Primary ECM
1152,6,360,14,850,100.0,100.0,0.1,247,276,Primary ECM
1153,4,360,14,842,100.0,100.0,0.2,262,276,Primary ECM
1154,6,360,14,837,100.0,100.0,0.2,237,271,Primary ECM
1155,2,360,14,842,100.0,100.0,0.1,237,271,Primary ECM
1156,4,359,14,830,100.0,100.0,0.1,262,276,Primary ECM
1157,4,359,14,831,100.0,100.0,0.0,262,266,Primary ECM
1158,2,359,14,829,100.0,100.0,0.2,252,266,Primary ECM
1159,0,359,14,830,100.0,100.0,0.1,252,257,Primary ECM
1160,4,359,14,827,100.0,100.0,0.1,247,257,Primary ECM
1161,4,359,14,832,100.0,100.0,0.2,247,266,Primary ECM
1162,4,359,14,832,100.0,100.0,0.2,242,266,Primary ECM
1163,2,359,14,834,100.0,100.0,0.1,247,262,Primary ECM
1164,2,359,14,834,100.0,100.0,0.1,247,257,Primary ECM
1165,2,359,14,831,100.0,100.0,0.0,247,257,Primary ECM
1166,0,359,14,830,100.0,100.0,0.2,247,266,Primary ECM
1167,6,359,14,831,100.0,100.0,0.1,223,266,Primary ECM
1168,2,359,14,833,100.0,100.0,0.1,223,257,Primary ECM
1169,2,359,14,833,100.0,100.0,0.1,247,257,Primary ECM
1170,0,358,14,828,100.0,100.0,0.0,228,252,Primary ECM
1171,2,358,14,828,100.0,100.0,0.0,228,252,Primary ECM
1172,0,358,14,832,100.0,100.0,0.1,242,252,Primary ECM
1173,2,358,14,829,100.0,100.0,0.1,242,257,Primary ECM
1174,2,358,14,832,100.0,100.0,0.0,223,257,Primary ECM
1175,2,358,14,829,100.0,100.0,0.1,223,242,Primary ECM
1176,0,358,14,826,100.0,100.0,0.0,237,242,Primary ECM
1177,2,357,14,826,100.0,100.0,0.2,223,262,Primary ECM
1178,0,357,14,829,100.0,100.0,0.2,223,237,Primary ECM
1179,2,358,14,829,100.0,100.0,0.1,213,237,Primary ECM
1180,2,358,14,834,100.0,100.0,0.0,213,247,Primary ECM
1181,2,358,14,827,100.0,100.0,0.0,233,247,Primary ECM
1182,2,358,14,830,100.0,100.0,0.2,233,252,Primary ECM
1183,2,358,14,835,100.0,100.0,0.1,237,252,Primary ECM
1184,0,357,14,831,100.0,100.0,0.0,237,247,Primary ECM
1185,4,357,14,827,100.0,100.0,0.1,237,247,Primary ECM
1186,2,357,14,835,100.0,100.0,0.1,223,247,Primary ECM
1187,2,357,14,834,100.0,100.0,0.1,223,242,Primary ECM
1188,2,358,14,832,100.0,100.0,0.1,213,242,Primary ECM
1189,0,358,14,831,100.0,100.0,0.0,213,247,Primary ECM
1190,4,358,14,828,100.0,100.0,0.1,228,247,Primary ECM
1191,2,358,14,827,100.0,100.0,0.1,228,233,Primary ECM
1192,4,357,14,827,100.0,100.0,0.1,233,237,Primary ECM
1193,2,358,14,829,100.0,100.0,0.1,233,237,Primary ECM
1194,0,357,14,825,100.0,100.0,0.1,213,247,Primary ECM
1195,2,358,14,832,100.0,100.0,0.2,213,247,Primary ECM
1196,2,357,14,828,100.0,100.0,0.1,218,237,Primary ECM
1197,2,357,14,831,100.0,100.0,0.1,218,237,Primary ECM
1198,2,358,14,829,100.0,100.0,0.0,228,228,Primary ECM
1199,0,357,14,826,100.0,100.0,0.1,223,228,Primary ECM
1200,2,358,14,832,100.0,100.0,0.2,223,242,Primary ECM
1201,4,357,14,829,100.0,100.0,0.1,218,242,Primary ECM
1202,2,357,14,835,100.0,100.0,0.1,218,237,Primary ECM
1203,2,357,14,834,100.0,100.0,0.1,213,237,Primary ECM
1204,2,358,14,832,100.0,100.0,0.1,213,237,Primary ECM
1205,2,358,14,825,100.0,100.0,0.2,228,237,Primary ECM
1206,4,357,14,831,100.0,100.0,0.2,223,237,Primary ECM
1207,2,358,14,832,100.0,100.0,0.1,223,237,Primary ECM
1208,2,357,14,834,100.0,100.0,0.2,213,237,Primary ECM
1209,2,357,14,835,100.0,100.0,0.2,213,237,Primary ECM
1210,2,358,14,831,100.0,100.0,0.1,218,237,Primary ECM
1211,2,357,14,835,100.0,100.0,0.1,218,247,Primary ECM
1212,2,357,14,832,100.0,100.0,0.1,228,247,Primary ECM
1213,2,357,14,833,100.0,100.0,0.1,208,233,Primary ECM
1214,4,357,14,834,100.0,100.0,0.1,208,233,Primary ECM
1215,2,357,14,827,100.0,100.0,0.1,228,228,Primary ECM
1216,4,357,14,828,100.0,100.0,0.1,228,228,Primary ECM
1217,2,357,14,835,100.0,100.0,0.2,213,247,Primary ECM
1218,2,357,14,828,100.0,100.0,0.1,213,247,Primary ECM
1219,2,357,14,828,100.0,100.0,0.1,208,233,Primary ECM
1220,2,357,14,835,100.0,100.0,0.2,208,223,Primary ECM
1221,4,357,14,836,100.0,100.0,0.1,213,223,Primary ECM
1222,2,356,14,832,100.0,100.0,0.2,213,247,Primary ECM
1223,0,357,14,829,100.0,100.0,0.1,228,247,Primary ECM
1224,2,356,14,819,100.0,100.0,0.1,223,247,Primary ECM
1225,4,357,14,823,100.0,100.0,0.1,223,247,Primary ECM
1226,2,356,14,826,100.0,100.0,0.1,213,242,Primary ECM
1227,2,356,14,824,100.0,100.0,0.1,213,247,Primary ECM
1228,2,355,14,826,100.0,100.0,0.1,228,247,Primary ECM
1229,2,355,14,820,100.0,100.0,0.1,228,252,Primary ECM
1230,4,355,14,826,100.0,100.0,0.1,213,252,Primary ECM
1231,2,355,14,834,100.0,100.0,0.1,208,252,Primary ECM
1232,4,355,14,837,100.0,100.0,0.1,208,252,Primary ECM
1233,2,356,14,839,100.0,100.0,0.1,218,237,Primary ECM
1234,2,357,14,829,100.0,100.0,0.1,218,252,Primary ECM
1235,2,356,14,837,100.0,100.0,0.0,218,252,Primary ECM
1236,2,357,14,835,100.0,100.0,0.1,218,242,Primary ECM
1237,2,357,14,841,100.0,100.0,0.1,237,242,Primary ECM
1238,4,357,14,833,100.0,100.0,0.0,228,247,Primary ECM
1239,2,357,14,833,100.0,100.0,0.1,228,247,Primary ECM
1240,4,357,14,835,100.0,100.0,0.1,233,242,Primary ECM
1241,2,357,14,838,100.0,100.0,0.0,233,242,Primary ECM
1242,2,357,14,836,100.0,100.0,0.1,213,242,Primary ECM
1243,4,357,14,832,100.0,100.0,0.1,213,237,Primary ECM
1244,2,357,14,834,100.0,100.0,0.2,233,237,Primary ECM
1245,4,357,14,835,100.0,100.0,0.2,218,252,Primary ECM
1246,2,356,14,834,100.0,100.0,0.1,218,252,Primary ECM
1247,2,356,14,836,100.0,100.0,0.0,213,237,Primary ECM
1248,4,357,14,831,100.0,100.0,0.1,213,233,Primary ECM
1249,2,356,14,834,100.0,100.0,0.1,213,233,Primary ECM
1250,2,356,14,835,100.0,100.0,0.1,223,247,Primary ECM
1251,2,357,14,837,100.0,100.0,0.1,223,247,Primary ECM
1252,2,357,14,829,100.0,100.0,0.1,237,247,Primary ECM
1253,4,357,14,831,100.0,100.0,0.1,237,247,Primary ECM
1254,2,357,14,834,100.0,100.0,0.1,237,237,Primary ECM
1255,2,357,14,828,100.0,100.0,0.1,237,252,Primary ECM
1256,2,356,14,836,100.0,100.0,0.1,213,252,Primary ECM
1257,2,357,14,828,100.0,100.0,0.1,213,237,Primary ECM
1258,4,356,14,831,100.0,100.0,0.1,228,237,Primary ECM
1259,4,357,14,835,100.0,100.0,0.1,237,242,Primary ECM
1260,2,357,14,834,100.0,100.0,0.0,237,242,Primary ECM
1261,2,356,14,825,100.0,100.0,0.1,213,237,Primary ECM
1262,2,357,14,829,100.0,100.0,0.1,213,252,Primary ECM
1263,2,357,14,830,100.0,100.0,0.1,237,252,Primary ECM
1264,2,356,14,833,100.0,100.0,0.0,237,247,Primary ECM
1265,2,357,14,830,100.0,100.0,0.1,213,247,Primary ECM
1266,2,356,14,834,100.0,100.0,0.2,223,247,Primary ECM
1267,0,356,14,834,100.0,100.0,0.0,223,247,Primary ECM
1268,4,356,14,829,100.0,100.0,0.2,213,242,Primary ECM
1269,2,356,14,833,100.0,100.0,0.1,213,237,Primary ECM
1270,4,356,14,836,100.0,100.0,0.1,237,237,Primary ECM
1271,4,356,14,829,100.0,100.0,0.1,237,252,Primary ECM
1272,6,356,14,831,100.0,100.0,0.2,237,252,Primary ECM
1273,2,356,14,834,100.0,100.0,0.2,233,252,Primary ECM
1274,2,356,14,829,100.0,100.0,0.1,233,252,Primary ECM
1275,4,356,14,832,100.0,100.0,0.1,228,247,Primary ECM
1276,2,357,14,826,100.0,100.0,0.1,228,233,Primary ECM
1277,4,356,14,836,100.0,100.0,0.1,213,233,Primary ECM
1278,2,356,14,835,100.0,100.0,0.1,213,252,Primary ECM
1279,2,356,14,824,100.0,100.0,0.2,233,252,Primary ECM
1280,2,356,14,830,100.0,100.0,0.1,228,252,Primary ECM
1281,2,356,14,830,100.0,100.0,0.1,228,252,Primary ECM
1282,4,356,14,837,100.0,100.0,0.1,233,247,Primary ECM
1283,2,356,14,829,100.0,100.0,0.2,233,247,Primary ECM
1284,2,356,14,833,100.0,100.0,0.1,233,247,Primary ECM
1285,4,356,14,826,100.0,100.0,0.1,233,242,Primary ECM
1286,2,356,14,830,100.0,100.0,0.1,233,242,Primary ECM
1287,0,356,14,835,100.0,100.0,0.0,223,233,Primary ECM
1288,2,356,14,835,100.0,100.0,0.1,223,233,Primary ECM
1289,2,356,14,836,100.0,100.0,0.1,213,237,Primary ECM
1290,4,356,14,836,100.0,100.0,0.1,213,257,Primary ECM
1291,2,356,14,835,100.0,100.0,0.2,228,257,Primary ECM
1292,6,356,14,833,100.0,100.0,0.1,228,257,Primary ECM
1293,2,356,14,836,100.0,100.0,0.1,218,257,Primary ECM
1294,2,357,14,828,100.0,100.0,0.1,233,252,Primary ECM
1295,2,356,14,829,100.0,100.0,0.1,233,252,Primary ECM
1296,2,356,14,829,100.0,100.0,0.1,242,252,Primary ECM
1297,2,356,14,834,100.0,100.0,0.1,242,262,Primary ECM
1298,2,356,14,834,100.0,100.0,0.1,237,262,Primary ECM
1299,4,356,14,829,100.0,100.0,0.2,237,242,Primary ECM
1300,4,356,14,831,100.0,100.0,0.0,233,242,Primary ECM
1301,2,356,14,832,100.0,100.0,0.1,242,242,Primary ECM
1302,4,356,14,832,100.0,100.0,0.1,242,252,Primary ECM
1303,2,356,14,826,100.0,100.0,0.1,228,252,Primary ECM
1304,2,356,14,826,100.0,100.0,0.2,228,257,Primary ECM
1305,4,356,14,831,100.0,100.0,0.1,218,257,Primary ECM
1306,2,356,14,834,100.0,100.0,0.2,218,257,Primary ECM
1307,2,356,14,833,100.0,100.0,0.1,233,257,Primary ECM
1308,2,356,14,837,100.0,100.0,0.1,233,262,Primary ECM
1309,4,356,14,835,100.0,100.0,0.1,233,247,Primary ECM
1310,2,356,14,830,100.0,100.0,0.2,233,247,Primary ECM
1311,2,356,14,836,100.0,100.0,0.1,218,237,Primary ECM
1312,2,356,14,836,100.0,100.0,0.1,218,237,Primary ECM
1313,2,356,14,834,100.0,100.0,0.1,237,257,Primary ECM
1314,4,356,14,830,100.0,100.0,0.2,237,257,Primary ECM
1315,2,356,14,836,100.0,100.0,0.1,242,247,Primary ECM
1316,4,356,14,836,100.0,100.0,0.0,228,247,Primary ECM
1317,4,356,14,831,100.0,100.0,0.1,228,242,Primary ECM
1318,2,356,14,827,100.0,100.0,0.1,218,242,Primary ECM
1319,4,356,14,834,100.0,100.0,0.1,218,237,Primary ECM
1320,2,356,14,832,100.0,100.0,0.1,233,247,Primary ECM
1321,2,356,14,831,100.0,100.0,0.1,233,247,Primary ECM
1322,4,356,14,826,100.0,100.0,0.1,228,262,Primary ECM
1323,2,356,14,831,100.0,100.0,0.1,218,262,Primary ECM
1324,6,356,14,833,100.0,100.0,0.1,218,252,Primary ECM
1325,4,356,14,835,100.0,100.0,0.2,223,252,Primary ECM
1326,2,356,14,828,100.0,100.0,0.1,223,262,Primary ECM
1327,6,356,14,831,100.0,100.0,0.1,237,252,Primary ECM
1328,2,356,14,829,100.0,100.0,0.1,237,252,Primary ECM
1329,4,356,14,829,100.0,100.0,0.1,228,247,Primary ECM
1330,2,356,14,834,100.0,100.0,0.1,228,247,Primary ECM
1331,2,357,14,828,100.0,100.0,0.1,228,266,Primary ECM
1332,2,356,14,826,100.0,100.0,0.1,237,266,Primary ECM
1333,2,356,14,828,100.0,100.0,0.1,237,252,Primary ECM
1334,4,356,14,834,100.0,100.0,0.1,233,266,Primary ECM
1335,2,355,14,831,100.0,100.0,0.1,233,266,Primary ECM
1336,2,355,36,880,100.0,100.0,0.2,223,257,Primary ECM
1337,2,355,38,944,100.0,100.0,0.1,218,257,Primary ECM
1338,2,359,38,976,100.0,100.0,0.1,218,252,Primary ECM
1339,4,363,38,1029,100.0,100.0,0.1,242,252,Primary ECM
1340,4,369,38,1063,100.0,100.0,0.1,242,247,Primary ECM
1341,4,374,38,1100,100.0,100.0,0.1,247,280,Primary ECM
1342,6,379,38,1130,100.0,100.0,0.1,247,280,Primary ECM
1343,6,384,38,1153,100.0,100.0,0.1,262,285,Primary ECM
1344,12,390,38,1161,100.0,100.0,0.2,266,285,Primary ECM
1345,10,393,38,1175,100.0,100.0,0.1,266,280,Primary ECM
1346,10,397,38,1190,100.0,100.0,0.2,262,280,Primary ECM
1347,12,400,38,1162,100.0,100.0,0.1,262,299,Primary ECM
1348,10,402,38,1143,100.0,100.0,0.1,280,299,Primary ECM
1349,10,402,38,1137,100.0,100.0,0.1,280,299,Primary ECM
1350,10,401,38,1133,100.0,100.0,0.2,276,308,Primary ECM
1351,12,400,38,1133,100.0,100.0,0.2,280,308,Primary ECM
1352,10,400,38,1136,100.0,100.0,0.2,280,327,Primary ECM
1353,10,400,38,1129,100.0,100.0,0.1,276,327,Primary ECM
1354,12,400,38,1141,100.0,100.0,0.2,276,308,Primary ECM
1355,10,400,38,1133,100.0,100.0,0.1,304,318,Primary ECM
1356,12,401,38,1141,100.0,100.0,0.1,304,318,Primary ECM
1357,14,401,38,1134,100.0,100.0,0.1,308,327,Primary ECM
1358,12,401,38,1144,100.0,100.0,0.1,308,327,Primary ECM
1359,14,401,38,1133,100.0,100.0,0.0,308,332,Primary ECM
1360,14,401,38,1139,100.0,100.0,0.2,322,332,Primary ECM
1361,14,401,38,1135,100.0,100.0,0.2,322,327,Primary ECM
1362,10,400,38,1147,100.0,100.0,0.2,313,349,Primary ECM
1363,14,401,38,1138,100.0,100.0,0.2,313,349,Primary ECM
1364,12,401,38,1147,100.0,100.0,0.1,322,354,Primary ECM
1365,12,401,38,1138,100.0,100.0,0.1,318,354,Primary ECM
1366,14,401,38,1140,100.0,100.0,0.2,318,336,Primary ECM
1367,14,400,38,1140,100.0,100.0,0.1,336,336,Primary ECM
1368,14,402,15,1110,100.0,100.0,0.1,336,349,Primary ECM
1369,12,398,15,1002,100.0,100.0,0.2,322,363,Primary ECM
1370,10,392,15,915,100.0,100.0,0.1,322,363,Primary ECM
1371,10,383,15,841,100.0,100.0,0.0,322,345,Primary ECM
1372,10,375,14,817,100.0,100.0,0.1,332,345,Primary ECM
1373,8,370,14,825,100.0,100.0,0.1,332,345,Primary ECM
1374,10,366,14,833,100.0,100.0,0.1,304,345,Primary ECM
1375,8,363,14,845,100.0,100.0,0.1,304,332,Primary ECM
1376,6,362,14,847,100.0,100.0,0.1,322,336,Primary ECM
1377,10,361,14,844,100.0,100.0,0.1,322,336,Primary ECM
1378,8,360,14,839,100.0,100.0,0.1,313,322,Primary ECM
1379,4,359,14,843,100.0,100.0,0.0,304,322,Primary ECM
1380,6,359,14,838,100.0,100.0,0.1,304,332,Primary ECM
1381,6,358,15,835,100.0,100.0,0.0,308,332,Primary ECM
1382,6,358,15,837,100.0,100.0,0.0,308,327,Primary ECM
1383,6,358,14,843,100.0,100.0,0.1,304,336,Primary ECM
1384,6,358,14,839,100.0,100.0,0.1,304,336,Primary ECM
1385,6,357,14,834,100.0,100.0,0.2,313,327,Primary ECM
1386,8,357,14,836,100.0,100.0,0.2,280,327,Primary ECM
1387,4,357,14,844,100.0,100.0,0.1,280,313,Primary ECM
1388,4,357,14,843,100.0,100.0,0.2,299,313,Primary ECM
1389,4,357,14,839,100.0,100.0,0.1,299,304,Primary ECM
1390,6,357,14,835,100.0,100.0,0.0,290,308,Primary ECM
1391,4,357,15,842,100.0,100.0,0.0,290,308,Primary ECM
1392,4,357,14,844,100.0,100.0,0.1,276,318,Primary ECM
1393,4,357,14,834,100.0,100.0,0.1,285,318,Primary ECM
1394,4,358,15,832,100.0,100.0,0.1,285,318,Primary ECM
1395,4,357,14,841,100.0,100.0,0.1,271,318,Primary ECM
1396,4,357,14,843,100.0,100.0,0.0,271,322,Primary ECM
1397,4,357,14,843,100.0,100.0,0.1,290,304,Primary ECM
1398,4,357,15,834,100.0,100.0,0.1,290,304,Primary ECM
1399,4,357,14,844,100.0,100.0,0.2,299,308,Primary ECM
1400,6,357,14,844,100.0,100.0,0.1,285,308,Primary ECM
1401,4,357,14,842,100.0,100.0,0.2,285,308,Primary ECM
1402,4,357,14,842,100.0,100.0,0.1,285,308,Primary ECM
1403,4,357,14,843,100.0,100.0,0.2,285,299,Primary ECM
1404,4,357,14,844,100.0,100.0,0.1,280,285,Primary ECM
1405,4,357,14,839,100.0,100.0,0.1,280,285,Primary ECM
1406,6,357,14,836,100.0,100.0,0.2,271,299,Primary ECM
1407,4,357,14,844,100.0,100.0,0.2,285,299,Primary ECM
1408,4,357,14,845,100.0,100.0,0.2,285,308,Primary ECM
1409,4,357,15,840,100.0,100.0,0.2,276,308,Primary ECM
1410,6,358,14,841,100.0,100.0,0.1,276,285,Primary ECM
1411,4,357,14,844,100.0,100.0,0.1,266,290,Primary ECM
1412,4,357,14,842,100.0,100.0,0.1,266,290,Primary ECM
1413,4,357,15,838,100.0,100.0,0.1,280,299,Primary ECM
1414,4,357,14,837,100.0,100.0,0.1,262,299,Primary ECM
1415,6,357,14,841,100.0,100.0,0.0,262,299,Primary ECM
1416,4,357,14,841,100.0,100.0,0.1,252,299,Primary ECM
1417,2,357,14,839,100.0,100.0,0.2,252,308,Primary ECM
1418,6,357,14,843,100.0,100.0,0.1,266,290,Primary ECM
1419,4,357,15,844,100.0,100.0,0.1,266,290,Primary ECM
1420,4,357,15,839,100.0,100.0,0.1,276,276,Primary ECM
1421,4,357,14,837,100.0,100.0,0.1,276,276,Primary ECM
1422,2,357,14,833,100.0,100.0,0.1,276,299,Primary ECM
1423,4,356,14,839,100.0,100.0,0.1,266,299,Primary ECM
1424,6,357,15,838,100.0,100.0,0.1,266,299,Primary ECM
1425,4,357,15,845,100.0,100.0,0.1,271,299,Primary ECM
1426,4,357,14,835,100.0,100.0,0.2,271,290,Primary ECM
1427,6,357,15,838,100.0,100.0,0.2,257,290,Primary ECM
1428,4,357,15,834,100.0,100.0,0.0,257,290,Primary ECM
1429,2,357,14,839,100.0,100.0,0.1,257,290,Primary ECM
1430,6,357,15,833,100.0,100.0,0.1,252,299,Primary ECM
1431,4,358,14,839,100.0,100.0,0.1,252,299,Primary ECM
1432,4,358,14,833,100.0,100.0,0.1,252,285,Primary ECM
1433,4,357,14,844,100.0,100.0,0.1,252,290,Primary ECM
1434,4,357,14,835,100.0,100.0,0.1,266,290,Primary ECM
1435,4,357,14,838,100.0,100.0,0.1,266,280,Primary ECM
1436,4,357,15,839,100.0,100.0,0.2,262,280,Primary ECM
1437,2,357,14,842,100.0,100.0,0.2,262,280,Primary ECM
1438,4,357,15,835,100.0,100.0,0.1,262,280,Primary ECM
1439,6,357,14,838,100.0,100.0,0.1,266,290,Primary ECM
1440,4,357,14,838,100.0,100.0,0.1,266,285,Primary ECM
1441,6,357,14,839,100.0,100.0,0.1,266,285,Primary ECM
1442,6,357,14,832,100.0,100.0,0.2,266,271,Primary ECM
1443,4,357,14,836,100.0,100.0,0.2,271,271,Primary ECM
1444,6,357,14,834,100.0,100.0,0.2,271,271,Primary ECM
1445,4,357,14,846,100.0,100.0,0.1,266,271,Primary ECM
1446,4,357,14,835,100.0,100.0,0.1,257,290,Primary ECM
1447,4,356,14,839,100.0,100.0,0.1,257,299,Primary ECM
1448,4,357,14,836,100.0,100.0,0.1,257,299,Primary ECM
1449,4,356,14,844,100.0,100.0,0.1,257,280,Primary ECM
1450,2,356,14,834,100.0,100.0,0.1,257,280,Primary ECM
1451,4,356,14,838,100.0,100.0,0.2,257,266,Primary ECM
1452,4,357,14,837,100.0,100.0,0.1,266,266,Primary ECM
1453,4,357,14,842,100.0,100.0,0.1,266,266,Primary ECM
1454,4,357,15,833,100.0,100.0,0.1,252,271,Primary ECM
1455,4,357,15,837,100.0,100.0,0.1,252,271,Primary ECM
1456,6,357,14,837,100.0,100.0,0.2,266,285,Primary ECM
1457,4,357,14,841,100.0,100.0,0.2,266,285,Primary ECM
1458,4,357,14,834,100.0,100.0,0.2,262,276,Primary ECM
1459,6,357,14,836,100.0,100.0,0.2,262,276,Primary ECM
1460,4,356,14,833,100.0,100.0,0.1,262,266,Primary ECM
1461,4,356,14,841,100.0,100.0,0.1,252,266,Primary ECM
1462,4,357,14,843,100.0,100.0,0.1,252,271,Primary ECM
1463,4,356,14,834,100.0,100.0,0.2,247,271,Primary ECM
1464,6,357,14,841,100.0,100.0,0.2,247,271,Primary ECM
1465,4,357,14,844,100.0,100.0,0.1,242,285,Primary ECM
1466,4,357,14,840,100.0,100.0,0.3,257,285,Primary ECM
1467,6,356,14,836,100.0,100.0,0.2,257,271,Primary ECM
1468,6,356,14,840,100.0,100.0,0.1,242,271,Primary ECM
1469,4,356,14,840,100.0,100.0,0.1,242,280,Primary ECM
1470,4,356,14,841,100.0,100.0,0.1,252,266,Primary ECM
1471,6,356,14,841,100.0,100.0,0.1,252,266,Primary ECM
1472,4,356,14,834,100.0,100.0,0.1,266,290,Primary ECM
1473,6,356,14,839,100.0,100.0,0.1,242,290,Primary ECM
1474,4,356,14,838,100.0,100.0,0.1,242,266,Primary ECM
1475,4,356,14,837,100.0,100.0,0.1,252,266,Primary ECM
1476,6,356,14,836,100.0,100.0,0.2,252,285,Primary ECM
1477,4,356,14,841,100.0,100.0,0.1,252,276,Primary ECM
1478,4,356,14,839,100.0,100.0,0.1,252,276,Primary ECM
1479,8,356,14,842,100.0,100.0,0.1,252,266,Primary ECM
1480,4,357,14,835,100.0,100.0,0.2,252,266,Primary ECM
1481,4,357,14,835,100.0,100.0,0.2,252,285,Primary ECM
1482,4,357,14,837,100.0,100.0,0.1,252,285,Primary ECM
1483,4,356,14,836,100.0,100.0,0.1,252,262,Primary ECM
1484,4,356,14,833,100.0,100.0,0.2,257,280,Primary ECM
1485,4,356,14,836,100.0,100.0,0.2,257,280,Primary ECM
1486,4,357,14,845,100.0,100.0,0.3,247,262,Primary ECM
1487,4,356,14,841,100.0,100.0,0.1,247,262,Primary ECM
1488,6,357,14,844,100.0,100.0,0.1,247,266,Primary ECM
1489,4,357,14,839,100.0,100.0,0.1,247,266,Primary ECM
1490,4,356,14,836,100.0,100.0,0.2,247,285,Primary ECM
1491,6,356,14,833,100.0,100.0,0.2,257,271,Primary ECM
1492,4,356,14,841,100.0,100.0,0.1,257,271,Primary ECM
1493,6,356,14,837,100.0,100.0,0.2,247,271,Primary ECM
1494,4,356,14,843,100.0,100.0,0.2,266,271,Primary ECM
1495,4,356,14,834,100.0,100.0,0.1,266,271,Primary ECM
1496,4,356,14,842,100.0,100.0,0.1,252,271,Primary ECM
1497,6,356,14,837,100.0,100.0,0.1,252,271,Primary ECM
1498,4,356,14,842,100.0,100.0,0.2,266,271,Primary ECM
1499,2,356,14,835,100.0,100.0,0.1,266,271,Primary ECM
1500,4,356,14,835,100.0,100.0,0.2,247,285,Primary ECM
1501,4,356,14,837,100.0,100.0,0.1,257,285,Primary ECM
1502,4,356,14,845,100.0,100.0,0.2,257,276,Primary ECM
1503,6,357,14,834,100.0,100.0,0.1,262,276,Primary ECM
1504,4,357,15,833,100.0,100.0,0.2,262,271,Primary ECM
1505,6,357,14,833,100.0,100.0,0.1,247,285,Primary ECM
1506,4,356,14,841,100.0,100.0,0.1,247,285,Primary ECM
1507,4,356,15,833,100.0,100.0,0.2,262,266,Primary ECM
1508,4,355,31,870,100.0,100.0,0.2,242,266,Primary ECM
1509,6,357,37,924,100.0,100.0,0.1,242,280,Primary ECM
1510,8,359,37,969,100.0,100.0,0.1,266,280,Primary ECM
1511,8,364,37,1013,100.0,100.0,0.2,266,290,Primary ECM
1512,10,370,14,1008,100.0,100.0,0.2,271,290,Primary ECM
1513,6,372,14,922,100.0,100.0,0.2,271,285,Primary ECM
1514,6,369,14,875,100.0,100.0,0.1,266,290,Primary ECM
1515,6,369,14,834,100.0,100.0,0.1,276,290,Primary ECM
1516,8,363,14,822,100.0,100.0,0.1,276,299,Primary ECM
1517,6,362,14,812,100.0,100.0,0.1,257,299,Primary ECM
1518,8,360,14,821,100.0,100.0,0.1,257,276,Primary ECM
1519,6,357,14,831,100.0,100.0,0.2,252,276,Primary ECM
1520,6,356,14,833,100.0,100.0,0.1,252,290,Primary ECM
1521,6,356,14,832,100.0,100.0,0.2,276,290,Primary ECM
1522,6,356,14,831,100.0,100.0,0.2,276,276,Primary ECM
1523,6,356,14,839,100.0,100.0,0.3,276,276,Primary ECM
1524,4,355,14,831,100.0,100.0,0.1,266,285,Primary ECM
1525,4,355,14,838,100.0,100.0,0.1,266,285,Primary ECM
1526,6,355,15,832,100.0,100.0,0.2,252,304,Primary ECM
1527,4,356,15,848,100.0,100.0,0.1,252,285,Primary ECM
1528,4,356,40,899,100.0,100.0,0.1,262,285,Primary ECM
1529,6,357,40,953,100.0,100.0,0.2,262,276,Primary ECM
1530,6,361,40,994,100.0,100.0,0.1,271,276,Primary ECM
1531,8,368,15,1012,100.0,100.0,0.3,271,285,Primary ECM
1532,6,369,14,915,100.0,100.0,0.1,271,285,Primary ECM
1533,6,369,14,857,100.0,100.0,0.1,266,299,Primary ECM
1534,8,368,14,829,100.0,100.0,0.1,266,299,Primary ECM
1535,6,364,14,822,100.0,100.0,0.2,271,304,Primary ECM
1536,6,362,14,827,100.0,100.0,0.1,271,308,Primary ECM
1537,6,359,14,829,100.0,100.0,0.1,266,308,Primary ECM
1538,6,358,14,828,100.0,100.0,0.1,266,280,Primary ECM
1539,6,357,14,838,100.0,100.0,0.2,271,280,Primary ECM
1540,4,356,14,838,100.0,100.0,0.1,257,285,Primary ECM
1541,4,356,14,837,100.0,100.0,0.1,257,285,Primary ECM
1542,8,356,14,837,100.0,100.0,0.1,262,304,Primary ECM
1543,4,356,14,840,100.0,100.0,0.1,262,308,Primary ECM
1544,6,356,14,833,100.0,100.0,0.2,262,308,Primary ECM
1545,4,356,14,843,100.0,100.0,0.2,262,290,Primary ECM
1546,4,356,14,838,100.0,100.0,0.1,266,290,Primary ECM
1547,6,356,14,837,100.0,100.0,0.2,257,276,Primary ECM
