"12/22/2021 20:05","3512B Port (4TN00220)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","kPa","kPa","%","RPM","kPa","kPa","kPa","Deg C","Deg C",""
"Sample #","Boost Pressure","Fuel Pressure","Throttle Position","Engine Speed","Right Turbo Inlet Pressure (abs)","Left Turbo Inlet Pressure (abs)","Crankcase Pressure","Right Exhaust Temperature","Left Exhaust Temperature","ECM In Control"
1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
4,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
353,4,396,32,1059,100.0,100.0,0.1,257,276,Primary ECM
354,4,395,32,1058,100.0,100.0,0.1,257,276,Primary ECM
355,6,395,32,1066,100.0,100.0,0.1,262,271,Primary ECM
356,4,395,32,1060,100.0,100.0,0.1,247,271,Primary ECM
357,4,395,32,1060,100.0,100.0,0.1,247,262,Primary ECM
358,4,395,32,1059,100.0,100.0,0.0,252,262,Primary ECM
359,4,395,32,1059,100.0,100.0,0.0,252,276,Primary ECM
360,4,395,32,1062,100.0,100.0,0.1,242,276,Primary ECM
361,4,396,32,1070,100.0,100.0,0.0,242,252,Primary ECM
362,4,396,32,1065,100.0,100.0,0.1,257,257,Primary ECM
363,6,395,32,1060,100.0,100.0,0.1,242,257,Primary ECM
364,6,395,32,1064,100.0,100.0,0.0,242,266,Primary ECM
365,2,395,32,1073,100.0,100.0,0.1,242,266,Primary ECM
366,4,396,32,1065,100.0,100.0,0.0,242,271,Primary ECM
367,2,396,32,1066,100.0,100.0,0.1,247,271,Primary ECM
368,6,396,32,1065,100.0,100.0,0.0,247,252,Primary ECM
369,6,396,32,1065,100.0,100.0,0.0,252,271,Primary ECM
370,4,396,32,1062,100.0,100.0,0.1,252,271,Primary ECM
371,4,396,32,1062,100.0,100.0,0.1,237,252,Primary ECM
372,4,396,32,1061,100.0,100.0,0.0,252,252,Primary ECM
373,4,396,32,1061,100.0,100.0,0.0,252,271,Primary ECM
374,4,395,32,1060,100.0,100.0,0.0,252,271,Primary ECM
375,6,396,32,1064,100.0,100.0,0.1,252,271,Primary ECM
376,6,396,32,1064,100.0,100.0,0.1,242,271,Primary ECM
377,4,395,32,1068,100.0,100.0,0.0,242,276,Primary ECM
378,2,395,32,1067,100.0,100.0,0.1,247,276,Primary ECM
379,4,396,32,1062,100.0,100.0,0.0,257,252,Primary ECM
380,6,395,32,1070,100.0,100.0,0.1,257,252,Primary ECM
381,2,395,32,1063,100.0,100.0,0.0,262,271,Primary ECM
382,2,396,32,1059,100.0,100.0,0.1,262,257,Primary ECM
383,4,396,32,1065,100.0,100.0,0.1,252,257,Primary ECM
384,4,396,32,1068,100.0,100.0,0.0,252,271,Primary ECM
385,4,396,32,1068,100.0,100.0,0.0,237,271,Primary ECM
386,2,396,32,1067,100.0,100.0,0.1,247,252,Primary ECM
387,4,396,32,1065,100.0,100.0,0.2,247,252,Primary ECM
388,4,396,32,1065,100.0,100.0,0.2,233,252,Primary ECM
389,4,396,32,1070,100.0,100.0,0.1,233,262,Primary ECM
390,4,396,32,1070,100.0,100.0,0.1,252,262,Primary ECM
391,4,396,32,1060,100.0,100.0,0.0,252,271,Primary ECM
392,4,396,32,1062,100.0,100.0,0.0,242,271,Primary ECM
393,6,396,32,1056,100.0,100.0,0.1,242,271,Primary ECM
394,4,394,32,1049,100.0,100.0,0.0,257,271,Primary ECM
395,4,394,32,1049,100.0,100.0,0.0,257,262,Primary ECM
396,4,392,32,1046,100.0,100.0,0.1,247,257,Primary ECM
397,4,392,32,1046,100.0,100.0,0.1,247,257,Primary ECM
398,4,391,32,1060,100.0,100.0,0.1,247,276,Primary ECM
399,4,391,32,1060,100.0,100.0,0.1,252,276,Primary ECM
400,6,392,32,1062,100.0,100.0,0.0,252,262,Primary ECM
401,6,392,32,1062,100.0,100.0,0.0,262,262,Primary ECM
402,6,393,32,1070,100.0,100.0,0.1,262,271,Primary ECM
403,6,393,32,1063,100.0,100.0,0.1,266,271,Primary ECM
404,6,393,32,1071,100.0,100.0,0.0,266,280,Primary ECM
405,6,393,32,1070,100.0,100.0,0.1,247,280,Primary ECM
406,6,393,32,1070,100.0,100.0,0.1,247,266,Primary ECM
407,6,394,32,1063,100.0,100.0,0.0,247,266,Primary ECM
408,10,393,32,1064,100.0,100.0,0.0,276,280,Primary ECM
409,10,393,32,1064,100.0,100.0,0.0,276,280,Primary ECM
410,6,393,32,1070,100.0,100.0,0.1,271,290,Primary ECM
411,6,393,32,1070,100.0,100.0,0.1,271,290,Primary ECM
412,6,394,32,1070,100.0,100.0,0.1,257,276,Primary ECM
413,6,394,32,1070,100.0,100.0,0.1,257,280,Primary ECM
414,6,394,32,1084,100.0,100.0,0.1,271,280,Primary ECM
415,6,397,32,1079,100.0,100.0,0.0,271,276,Primary ECM
416,8,397,32,1070,100.0,100.0,0.0,266,276,Primary ECM
417,6,396,32,1065,100.0,100.0,0.1,271,271,Primary ECM
418,6,396,32,1065,100.0,100.0,0.1,271,271,Primary ECM
419,6,396,32,1069,100.0,100.0,0.0,271,276,Primary ECM
420,4,396,32,1070,100.0,100.0,0.0,271,276,Primary ECM
421,6,396,32,1072,100.0,100.0,0.1,276,276,Primary ECM
422,4,396,32,1067,100.0,100.0,0.0,276,299,Primary ECM
423,4,396,32,1067,100.0,100.0,0.0,262,299,Primary ECM
424,4,396,32,1063,100.0,100.0,0.1,271,280,Primary ECM
425,4,396,32,1063,100.0,100.0,0.1,271,280,Primary ECM
426,4,397,32,1069,100.0,100.0,0.0,257,276,Primary ECM
427,6,396,32,1058,100.0,100.0,0.1,257,271,Primary ECM
428,4,396,32,1062,100.0,100.0,0.2,271,271,Primary ECM
429,4,396,32,1062,100.0,100.0,0.2,271,276,Primary ECM
430,6,396,32,1059,100.0,100.0,0.1,276,276,Primary ECM
431,4,396,32,1060,100.0,100.0,0.1,266,276,Primary ECM
432,4,396,32,1060,100.0,100.0,0.1,266,276,Primary ECM
433,4,396,32,1059,100.0,100.0,0.0,257,280,Primary ECM
434,6,395,32,1056,100.0,100.0,0.1,257,271,Primary ECM
435,4,395,32,1065,100.0,100.0,0.1,247,271,Primary ECM
436,4,395,32,1059,100.0,100.0,0.1,247,290,Primary ECM
437,4,395,32,1059,100.0,100.0,0.1,257,290,Primary ECM
438,4,395,32,1062,100.0,100.0,0.0,257,266,Primary ECM
439,4,395,32,1062,100.0,100.0,0.0,257,266,Primary ECM
440,4,395,32,1068,100.0,100.0,0.0,262,285,Primary ECM
441,4,395,32,1068,100.0,100.0,0.0,262,276,Primary ECM
442,6,395,32,1063,100.0,100.0,0.0,266,276,Primary ECM
443,4,395,32,1063,100.0,100.0,0.1,266,285,Primary ECM
444,6,395,32,1072,100.0,100.0,0.1,266,285,Primary ECM
445,4,395,32,1067,100.0,100.0,0.1,266,276,Primary ECM
446,4,395,32,1067,100.0,100.0,0.1,266,276,Primary ECM
447,4,396,32,1063,100.0,100.0,0.1,257,266,Primary ECM
448,4,396,32,1062,100.0,100.0,0.1,257,285,Primary ECM
449,4,396,32,1062,100.0,100.0,0.0,262,285,Primary ECM
450,6,396,32,1066,100.0,100.0,0.1,262,271,Primary ECM
451,6,396,32,1066,100.0,100.0,0.1,252,271,Primary ECM
452,2,396,32,1070,100.0,100.0,0.1,266,271,Primary ECM
453,2,396,32,1070,100.0,100.0,0.1,266,271,Primary ECM
454,4,396,32,1066,100.0,100.0,0.0,262,266,Primary ECM
455,6,396,32,1068,100.0,100.0,0.1,262,266,Primary ECM
456,4,396,32,1069,100.0,100.0,0.1,242,266,Primary ECM
457,4,396,32,1069,100.0,100.0,0.1,242,285,Primary ECM
458,4,396,32,1064,100.0,100.0,0.1,242,285,Primary ECM
459,4,395,32,1053,100.0,100.0,0.0,247,262,Primary ECM
460,4,395,32,1053,100.0,100.0,0.0,247,262,Primary ECM
461,6,395,32,1052,100.0,100.0,0.0,247,276,Primary ECM
462,4,394,32,1054,100.0,100.0,0.1,247,280,Primary ECM
463,4,394,32,1057,100.0,100.0,0.1,257,280,Primary ECM
464,2,395,32,1059,100.0,100.0,0.1,257,271,Primary ECM
465,2,395,32,1059,100.0,100.0,0.1,252,271,Primary ECM
466,6,395,32,1066,100.0,100.0,0.1,247,271,Primary ECM
467,6,395,32,1067,100.0,100.0,0.1,247,271,Primary ECM
468,4,395,32,1063,100.0,100.0,0.1,266,266,Primary ECM
469,6,395,32,1066,100.0,100.0,0.1,266,280,Primary ECM
470,4,394,32,1070,100.0,100.0,0.0,247,280,Primary ECM
471,8,395,32,1060,100.0,100.0,0.1,247,262,Primary ECM
472,4,395,32,1063,100.0,100.0,0.1,266,262,Primary ECM
473,8,395,32,1065,100.0,100.0,0.1,252,280,Primary ECM
474,8,395,32,1065,100.0,100.0,0.1,252,280,Primary ECM
475,4,395,32,1065,100.0,100.0,0.1,266,271,Primary ECM
476,4,395,32,1060,100.0,100.0,0.1,266,276,Primary ECM
477,4,395,32,1060,100.0,100.0,0.1,247,276,Primary ECM
478,4,395,32,1060,100.0,100.0,0.1,247,266,Primary ECM
479,6,395,32,1068,100.0,100.0,0.1,257,266,Primary ECM
480,6,395,32,1064,100.0,100.0,0.0,252,262,Primary ECM
481,6,395,32,1064,100.0,100.0,0.0,252,262,Primary ECM
482,4,395,32,1066,100.0,100.0,0.0,257,285,Primary ECM
483,6,395,32,1060,100.0,100.0,0.1,257,266,Primary ECM
484,4,395,32,1070,100.0,100.0,0.0,271,266,Primary ECM
485,4,395,32,1070,100.0,100.0,0.0,271,280,Primary ECM
486,4,394,32,1061,100.0,100.0,0.1,247,280,Primary ECM
487,4,395,32,1072,100.0,100.0,0.0,262,262,Primary ECM
488,8,396,32,1074,100.0,100.0,0.1,262,280,Primary ECM
489,8,396,32,1074,100.0,100.0,0.1,252,280,Primary ECM
490,4,396,32,1071,100.0,100.0,0.0,252,262,Primary ECM
491,6,396,32,1064,100.0,100.0,0.0,271,262,Primary ECM
492,4,396,32,1068,100.0,100.0,0.1,271,271,Primary ECM
493,4,396,32,1068,100.0,100.0,0.1,271,271,Primary ECM
494,4,396,32,1060,100.0,100.0,0.0,271,276,Primary ECM
495,4,395,32,1064,100.0,100.0,0.1,262,262,Primary ECM
496,2,396,32,1067,100.0,100.0,0.0,262,262,Primary ECM
497,4,396,32,1065,100.0,100.0,0.1,257,276,Primary ECM
498,4,396,32,1065,100.0,100.0,0.1,257,276,Primary ECM
499,6,396,32,1060,100.0,100.0,0.1,266,276,Primary ECM
500,6,396,32,1060,100.0,100.0,0.1,266,276,Primary ECM
501,4,395,32,1060,100.0,100.0,0.0,247,280,Primary ECM
502,6,395,32,1056,100.0,100.0,0.1,242,280,Primary ECM
503,8,395,32,1059,100.0,100.0,0.2,242,266,Primary ECM
504,4,395,32,1055,100.0,100.0,0.0,242,266,Primary ECM
505,4,395,32,1055,100.0,100.0,0.0,242,262,Primary ECM
506,4,395,32,1057,100.0,100.0,0.1,252,280,Primary ECM
507,4,395,32,1060,100.0,100.0,0.0,252,280,Primary ECM
508,4,395,32,1064,100.0,100.0,0.0,266,271,Primary ECM
509,2,395,32,1066,100.0,100.0,0.0,252,271,Primary ECM
510,4,395,32,1067,100.0,100.0,0.0,252,276,Primary ECM
511,6,395,32,1060,100.0,100.0,0.1,257,276,Primary ECM
512,4,395,32,1068,100.0,100.0,0.1,257,262,Primary ECM
513,4,396,32,1068,100.0,100.0,0.1,266,266,Primary ECM
514,4,396,32,1068,100.0,100.0,0.1,266,266,Primary ECM
515,4,396,32,1060,100.0,100.0,0.0,266,271,Primary ECM
516,6,395,32,1068,100.0,100.0,0.0,252,271,Primary ECM
517,4,395,32,1063,100.0,100.0,0.1,252,271,Primary ECM
518,4,395,32,1065,100.0,100.0,0.0,257,271,Primary ECM
519,6,396,32,1068,100.0,100.0,0.1,257,280,Primary ECM
520,8,396,32,1066,100.0,100.0,0.1,266,266,Primary ECM
521,8,396,32,1066,100.0,100.0,0.1,266,266,Primary ECM
522,6,395,32,1060,100.0,100.0,0.0,247,266,Primary ECM
523,4,395,32,1065,100.0,100.0,0.0,257,266,Primary ECM
524,4,395,32,1070,100.0,100.0,0.2,257,266,Primary ECM
525,4,395,32,1070,100.0,100.0,0.2,257,266,Primary ECM
526,6,396,32,1065,100.0,100.0,0.1,257,280,Primary ECM
527,4,396,32,1064,100.0,100.0,0.0,266,257,Primary ECM
528,4,396,32,1064,100.0,100.0,0.0,266,257,Primary ECM
529,4,396,32,1065,100.0,100.0,0.1,252,276,Primary ECM
530,6,396,32,1069,100.0,100.0,0.1,252,276,Primary ECM
531,6,396,32,1064,100.0,100.0,0.1,252,266,Primary ECM
532,4,396,32,1060,100.0,100.0,0.0,247,266,Primary ECM
533,6,395,32,1070,100.0,100.0,0.0,247,280,Primary ECM
534,4,396,32,1067,100.0,100.0,0.0,262,266,Primary ECM
535,4,396,32,1067,100.0,100.0,0.0,262,266,Primary ECM
536,4,395,32,1054,100.0,100.0,0.1,262,271,Primary ECM
537,4,395,32,1054,100.0,100.0,0.1,247,271,Primary ECM
538,4,395,32,1060,100.0,100.0,0.0,247,262,Primary ECM
539,6,395,32,1059,100.0,100.0,0.1,242,262,Primary ECM
540,4,395,32,1063,100.0,100.0,0.1,242,262,Primary ECM
541,6,395,32,1064,100.0,100.0,0.0,242,271,Primary ECM
542,6,395,32,1064,100.0,100.0,0.0,242,271,Primary ECM
543,4,395,32,1063,100.0,100.0,0.1,262,257,Primary ECM
544,4,395,32,1062,100.0,100.0,0.1,252,257,Primary ECM
545,4,395,32,1060,100.0,100.0,0.0,252,280,Primary ECM
546,6,395,32,1069,100.0,100.0,0.0,262,280,Primary ECM
547,4,395,32,1064,100.0,100.0,0.1,262,262,Primary ECM
548,6,395,32,1068,100.0,100.0,0.1,257,280,Primary ECM
549,6,395,32,1068,100.0,100.0,0.1,257,280,Primary ECM
550,4,395,32,1060,100.0,100.0,0.1,266,257,Primary ECM
551,4,395,32,1069,100.0,100.0,0.1,252,257,Primary ECM
552,6,395,32,1063,100.0,100.0,0.1,252,276,Primary ECM
553,6,395,32,1063,100.0,100.0,0.1,247,276,Primary ECM
554,4,395,32,1064,100.0,100.0,0.0,247,266,Primary ECM
555,4,395,32,1065,100.0,100.0,0.0,247,271,Primary ECM
556,4,395,32,1065,100.0,100.0,0.0,247,271,Primary ECM
557,4,395,32,1072,100.0,100.0,0.1,252,276,Primary ECM
558,4,396,32,1065,100.0,100.0,0.1,257,276,Primary ECM
559,6,396,32,1063,100.0,100.0,0.1,257,262,Primary ECM
560,4,395,32,1062,100.0,100.0,0.0,257,262,Primary ECM
561,4,395,32,1062,100.0,100.0,0.0,257,276,Primary ECM
562,8,395,32,1059,100.0,100.0,0.1,257,271,Primary ECM
563,4,396,32,1065,100.0,100.0,0.1,257,271,Primary ECM
564,4,396,32,1059,100.0,100.0,0.1,242,266,Primary ECM
565,2,395,32,1060,100.0,100.0,0.0,247,266,Primary ECM
566,4,396,32,1061,100.0,100.0,0.0,247,266,Primary ECM
567,4,396,32,1061,100.0,100.0,0.0,266,266,Primary ECM
568,4,395,32,1061,100.0,100.0,0.1,266,257,Primary ECM
569,2,395,32,1065,100.0,100.0,0.0,262,280,Primary ECM
570,2,395,32,1065,100.0,100.0,0.0,262,280,Primary ECM
571,6,395,32,1062,100.0,100.0,0.1,247,271,Primary ECM
572,4,395,32,1063,100.0,100.0,0.0,262,271,Primary ECM
573,6,395,32,1067,100.0,100.0,0.1,262,271,Primary ECM
574,6,395,32,1067,100.0,100.0,0.1,262,271,Primary ECM
575,4,395,32,1068,100.0,100.0,0.1,262,266,Primary ECM
576,4,395,32,1065,100.0,100.0,0.0,257,271,Primary ECM
577,4,395,32,1065,100.0,100.0,0.0,257,271,Primary ECM
578,4,395,32,1068,100.0,100.0,0.0,242,276,Primary ECM
579,6,395,32,1063,100.0,100.0,0.0,252,276,Primary ECM
580,6,395,32,1061,100.0,100.0,0.1,252,280,Primary ECM
581,6,395,32,1061,100.0,100.0,0.1,247,280,Primary ECM
582,6,395,32,1070,100.0,100.0,0.0,247,280,Primary ECM
583,4,395,32,1066,100.0,100.0,0.0,262,262,Primary ECM
584,4,395,32,1066,100.0,100.0,0.0,262,262,Primary ECM
585,4,395,32,1065,100.0,100.0,0.1,252,280,Primary ECM
586,4,395,32,1069,100.0,100.0,0.0,247,280,Primary ECM
587,4,395,32,1068,100.0,100.0,0.0,247,266,Primary ECM
588,6,395,32,1062,100.0,100.0,0.0,247,266,Primary ECM
589,6,395,32,1062,100.0,100.0,0.0,247,271,Primary ECM
590,2,395,32,1063,100.0,100.0,0.0,257,271,Primary ECM
591,2,395,32,1063,100.0,100.0,0.0,257,271,Primary ECM
592,4,395,32,1065,100.0,100.0,0.1,247,257,Primary ECM
593,6,395,32,1059,100.0,100.0,0.1,266,257,Primary ECM
594,4,395,32,1064,100.0,100.0,0.2,266,280,Primary ECM
595,4,395,32,1064,100.0,100.0,0.2,242,280,Primary ECM
596,4,395,32,1069,100.0,100.0,0.1,242,266,Primary ECM
597,4,396,32,1070,100.0,100.0,0.0,242,276,Primary ECM
598,4,395,32,1068,100.0,100.0,0.0,242,276,Primary ECM
599,8,395,32,1060,100.0,100.0,0.1,242,262,Primary ECM
600,4,395,32,1070,100.0,100.0,0.1,242,262,Primary ECM
601,8,395,32,1069,100.0,100.0,0.0,242,257,Primary ECM
602,6,395,32,1069,100.0,100.0,0.1,247,257,Primary ECM
603,6,395,32,1069,100.0,100.0,0.1,247,280,Primary ECM
604,4,395,32,1061,100.0,100.0,0.0,262,271,Primary ECM
605,4,395,32,1061,100.0,100.0,0.0,262,271,Primary ECM
606,6,394,32,1056,100.0,100.0,0.1,247,276,Primary ECM
607,4,394,32,1058,100.0,100.0,0.1,257,276,Primary ECM
608,4,394,32,1064,100.0,100.0,0.0,257,271,Primary ECM
609,4,394,32,1064,100.0,100.0,0.0,257,271,Primary ECM
610,4,394,32,1061,100.0,100.0,0.1,257,271,Primary ECM
611,4,394,32,1062,100.0,100.0,0.2,266,271,Primary ECM
612,4,394,32,1069,100.0,100.0,0.0,262,271,Primary ECM
613,4,394,32,1069,100.0,100.0,0.0,262,262,Primary ECM
614,4,394,32,1071,100.0,100.0,0.0,262,262,Primary ECM
615,6,395,32,1080,100.0,100.0,0.1,262,276,Primary ECM
616,4,395,32,1072,100.0,100.0,0.1,271,276,Primary ECM
617,4,395,32,1072,100.0,100.0,0.1,271,276,Primary ECM
618,6,396,32,1070,100.0,100.0,0.0,266,276,Primary ECM
619,4,396,32,1071,100.0,100.0,0.0,247,276,Primary ECM
620,6,396,32,1060,100.0,100.0,0.0,247,262,Primary ECM
621,6,396,32,1060,100.0,100.0,0.0,271,262,Primary ECM
622,4,396,32,1067,100.0,100.0,0.1,271,262,Primary ECM
623,6,396,32,1069,100.0,100.0,0.1,252,262,Primary ECM
624,6,396,32,1069,100.0,100.0,0.1,252,285,Primary ECM
625,4,396,32,1060,100.0,100.0,0.0,247,285,Primary ECM
626,4,396,32,1060,100.0,100.0,0.1,247,276,Primary ECM
627,4,395,32,1059,100.0,100.0,0.0,247,266,Primary ECM
628,4,396,32,1065,100.0,100.0,0.0,247,266,Primary ECM
629,2,396,32,1068,100.0,100.0,0.0,247,266,Primary ECM
630,4,395,32,1063,100.0,100.0,0.0,257,266,Primary ECM
631,4,395,32,1063,100.0,100.0,0.0,257,266,Primary ECM
632,4,396,32,1064,100.0,100.0,0.0,262,266,Primary ECM
633,4,396,32,1064,100.0,100.0,0.0,247,266,Primary ECM
634,4,396,32,1067,100.0,100.0,0.1,247,266,Primary ECM
635,4,396,32,1061,100.0,100.0,0.1,266,276,Primary ECM
636,6,396,32,1069,100.0,100.0,0.0,266,276,Primary ECM
637,6,396,32,1069,100.0,100.0,0.0,257,262,Primary ECM
638,4,396,32,1070,100.0,100.0,0.0,257,262,Primary ECM
639,6,396,32,1061,100.0,100.0,0.1,252,271,Primary ECM
640,4,395,32,1059,100.0,100.0,0.1,252,276,Primary ECM
641,4,395,32,1069,100.0,100.0,0.0,242,276,Primary ECM
642,4,395,32,1069,100.0,100.0,0.0,242,280,Primary ECM
643,4,395,32,1064,100.0,100.0,0.0,242,280,Primary ECM
644,4,395,32,1060,100.0,100.0,0.1,257,280,Primary ECM
645,4,395,32,1060,100.0,100.0,0.1,257,280,Primary ECM
646,4,395,32,1067,100.0,100.0,0.0,252,257,Primary ECM
647,4,396,32,1063,100.0,100.0,0.0,252,266,Primary ECM
648,2,396,32,1060,100.0,100.0,0.1,262,266,Primary ECM
649,2,396,32,1060,100.0,100.0,0.1,262,276,Primary ECM
650,6,396,32,1061,100.0,100.0,0.2,262,276,Primary ECM
651,6,396,32,1062,100.0,100.0,0.1,262,266,Primary ECM
652,2,395,32,1065,100.0,100.0,0.1,252,266,Primary ECM
653,6,395,32,1059,100.0,100.0,0.0,262,280,Primary ECM
654,6,395,32,1059,100.0,100.0,0.0,262,280,Primary ECM
655,4,395,32,1058,100.0,100.0,0.0,247,271,Primary ECM
656,4,396,32,1068,100.0,100.0,0.1,247,271,Primary ECM
657,4,396,32,1068,100.0,100.0,0.1,242,271,Primary ECM
658,4,395,32,1069,100.0,100.0,0.0,242,262,Primary ECM
659,6,395,32,1060,100.0,100.0,0.1,242,262,Primary ECM
660,4,395,32,1062,100.0,100.0,0.0,262,257,Primary ECM
661,4,395,32,1062,100.0,100.0,0.0,262,257,Primary ECM
662,6,395,32,1068,100.0,100.0,0.1,242,276,Primary ECM
663,4,395,32,1062,100.0,100.0,0.1,242,262,Primary ECM
664,4,396,32,1057,100.0,100.0,0.1,242,262,Primary ECM
665,4,396,32,1057,100.0,100.0,0.1,242,276,Primary ECM
666,6,395,32,1062,100.0,100.0,0.1,252,276,Primary ECM
667,2,396,32,1064,100.0,100.0,0.1,262,266,Primary ECM
668,2,396,32,1064,100.0,100.0,0.1,262,266,Primary ECM
669,4,395,32,1060,100.0,100.0,0.0,262,280,Primary ECM
670,2,395,32,1060,100.0,100.0,0.1,262,280,Primary ECM
671,4,396,32,1068,100.0,100.0,0.0,242,280,Primary ECM
672,4,395,32,1066,100.0,100.0,0.0,257,257,Primary ECM
673,4,395,32,1066,100.0,100.0,0.0,257,257,Primary ECM
674,6,395,32,1063,100.0,100.0,0.1,242,276,Primary ECM
675,6,395,32,1063,100.0,100.0,0.1,242,276,Primary ECM
676,4,395,32,1066,100.0,100.0,0.1,266,276,Primary ECM
677,4,396,32,1062,100.0,100.0,0.1,266,266,Primary ECM
678,4,395,32,1063,100.0,100.0,0.1,242,266,Primary ECM
679,4,395,32,1063,100.0,100.0,0.1,242,266,Primary ECM
680,6,395,32,1068,100.0,100.0,0.1,247,266,Primary ECM
681,6,395,32,1068,100.0,100.0,0.1,252,266,Primary ECM
682,6,396,32,1064,100.0,100.0,0.0,252,266,Primary ECM
683,6,396,32,1067,100.0,100.0,0.0,242,276,Primary ECM
684,2,396,32,1071,100.0,100.0,0.1,242,271,Primary ECM
685,6,395,32,1062,100.0,100.0,0.1,262,271,Primary ECM
686,6,395,32,1062,100.0,100.0,0.1,262,257,Primary ECM
687,4,395,32,1069,100.0,100.0,0.0,257,257,Primary ECM
688,4,395,32,1062,100.0,100.0,0.1,247,266,Primary ECM
689,4,395,32,1062,100.0,100.0,0.1,247,266,Primary ECM
690,4,395,32,1065,100.0,100.0,0.1,262,266,Primary ECM
691,4,396,32,1065,100.0,100.0,0.0,262,266,Primary ECM
692,4,395,32,1061,100.0,100.0,0.0,252,266,Primary ECM
693,4,395,32,1061,100.0,100.0,0.0,252,276,Primary ECM
694,4,396,32,1062,100.0,100.0,0.0,247,276,Primary ECM
695,2,396,32,1063,100.0,100.0,0.2,247,257,Primary ECM
696,4,396,32,1060,100.0,100.0,0.0,247,257,Primary ECM
697,4,396,32,1062,100.0,100.0,0.1,242,276,Primary ECM
698,4,396,32,1062,100.0,100.0,0.1,242,276,Primary ECM
699,4,396,32,1061,100.0,100.0,0.1,242,262,Primary ECM
700,4,395,32,1070,100.0,100.0,0.0,242,262,Primary ECM
701,4,395,32,1062,100.0,100.0,0.2,257,262,Primary ECM
702,4,395,32,1062,100.0,100.0,0.2,257,262,Primary ECM
703,6,395,32,1059,100.0,100.0,0.1,266,262,Primary ECM
704,4,395,32,1065,100.0,100.0,0.0,242,262,Primary ECM
705,4,395,32,1065,100.0,100.0,0.0,242,262,Primary ECM
706,4,396,32,1067,100.0,100.0,0.0,237,276,Primary ECM
707,4,396,32,1060,100.0,100.0,0.0,237,271,Primary ECM
708,4,396,32,1059,100.0,100.0,0.1,247,271,Primary ECM
709,4,396,32,1059,100.0,100.0,0.1,247,271,Primary ECM
710,4,395,32,1060,100.0,100.0,0.1,266,271,Primary ECM
711,4,395,32,1067,100.0,100.0,0.0,262,271,Primary ECM
712,4,395,32,1067,100.0,100.0,0.0,262,271,Primary ECM
713,4,395,32,1060,100.0,100.0,0.0,262,271,Primary ECM
714,6,396,32,1065,100.0,100.0,0.0,262,262,Primary ECM
715,6,396,32,1060,100.0,100.0,0.0,242,262,Primary ECM
716,4,396,32,1062,100.0,100.0,0.0,242,276,Primary ECM
717,4,396,32,1062,100.0,100.0,0.0,242,276,Primary ECM
718,4,395,32,1069,100.0,100.0,0.1,252,266,Primary ECM
719,6,395,32,1069,100.0,100.0,0.1,252,266,Primary ECM
720,4,395,32,1065,100.0,100.0,0.1,242,262,Primary ECM
721,6,396,32,1069,100.0,100.0,0.0,242,257,Primary ECM
722,4,395,32,1067,100.0,100.0,0.1,252,257,Primary ECM
723,4,395,32,1067,100.0,100.0,0.1,252,276,Primary ECM
724,4,395,32,1060,100.0,100.0,0.0,242,276,Primary ECM
725,6,395,32,1070,100.0,100.0,0.1,262,266,Primary ECM
726,6,395,32,1070,100.0,100.0,0.1,262,266,Primary ECM
727,4,395,32,1065,100.0,100.0,0.0,252,262,Primary ECM
728,4,396,32,1061,100.0,100.0,0.0,252,266,Primary ECM
729,2,396,32,1067,100.0,100.0,0.0,262,266,Primary ECM
730,2,396,32,1067,100.0,100.0,0.0,262,276,Primary ECM
731,4,395,32,1061,100.0,100.0,0.1,266,276,Primary ECM
732,6,396,32,1067,100.0,100.0,0.0,262,280,Primary ECM
733,4,396,32,1066,100.0,100.0,0.0,262,280,Primary ECM
734,4,396,32,1066,100.0,100.0,0.0,242,266,Primary ECM
735,4,395,32,1059,100.0,100.0,0.0,242,262,Primary ECM
736,6,395,32,1070,100.0,100.0,0.0,252,262,Primary ECM
737,6,395,32,1070,100.0,100.0,0.0,252,262,Primary ECM
738,6,395,32,1065,100.0,100.0,0.1,257,262,Primary ECM
739,4,396,32,1070,100.0,100.0,0.0,252,257,Primary ECM
740,8,396,32,1068,100.0,100.0,0.1,252,276,Primary ECM
741,8,396,32,1068,100.0,100.0,0.1,252,276,Primary ECM
742,4,396,32,1060,100.0,100.0,0.0,252,262,Primary ECM
743,4,395,32,1070,100.0,100.0,0.0,252,262,Primary ECM
744,6,396,32,1066,100.0,100.0,0.1,252,266,Primary ECM
745,6,396,32,1066,100.0,100.0,0.1,266,266,Primary ECM
746,4,395,32,1068,100.0,100.0,0.1,247,276,Primary ECM
747,4,396,32,1060,100.0,100.0,0.1,247,266,Primary ECM
748,4,396,32,1065,100.0,100.0,0.1,252,266,Primary ECM
749,4,396,32,1068,100.0,100.0,0.1,252,266,Primary ECM
750,4,396,32,1060,100.0,100.0,0.1,247,266,Primary ECM
751,6,396,32,1066,100.0,100.0,0.0,247,262,Primary ECM
752,4,395,32,1060,100.0,100.0,0.1,252,262,Primary ECM
